#MaunaKea 3.3mm N  14000ft Std		
#T=exp(-b*sqrt(AM)-c*AM) @1AM
#Wavelength	b(sqrt crv gr)	c (lin crv gr)
8.71	-0.0003171	0.01987963
8.712	0.00831355	0.05614604
8.714	0.00400393	0.04055094
8.716	0.00132132	0.01915817
8.718	0.00574361	0.05193464
8.72	0.00682995	0.04960242
8.722	0.00214876	0.02021766
8.724	0.00494373	0.03879488
8.726	0.0033415	0.0428915
8.728	-0.0011242	0.01384691
8.73	0.00641267	0.0422666
8.732	0.00469228	0.04201134
8.734	0.00416738	0.02539619
8.736	0.00468057	0.03120719
8.738	0.0061726	0.04154833
8.74	0.00058248	0.01860987
8.742	0.0066085	0.03637491
8.744	0.0020091	0.05093068
8.746	0.01148723	0.04474289
8.748	0.00362506	0.02882702
8.75	-0.0001465	0.03122064
8.752	0.00097243	0.02204863
8.754	-0.0009891	0.01901092
8.756	0.01060501	0.04924617
8.758	-9.76E-05	0.01702203
8.76	0.0044833	0.04193328
8.762	0.00669075	0.04541223
8.764	0.00069178	0.02097238
8.766	-0.0011587	0.01464479
8.768	0.00942466	0.05138952
8.77	0.00130546	0.02166914
8.772	0.00605111	0.03054761
8.774	0.00162604	0.0307625
8.776	0.00157023	0.02420836
8.778	-0.0012281	0.01647038
8.78	0.01542875	0.04892831
8.782	0.00352932	0.02907234
8.784	0.00715805	0.03379333
8.786	0.00153756	0.03586202
8.788	0.00070305	0.04052867
8.79	0.01351083	0.13119351
8.792	0.2069258	0.44928322
8.794	0.00960845	0.10522297
8.796	0.01177916	0.06288449
8.798	0.00898601	0.06220328
8.8	0.00495514	0.06665355
8.802	0.00865583	0.13917468
8.804	0.92540854	0.17397446
8.806	0.35623532	0.51622034
8.808	0.02112572	0.14191687
8.81	0.00959286	0.06852739
8.812	-0.0011555	0.02784654
8.814	0.01958881	0.05362254
8.816	0.002676	0.03761594
8.818	0.00485218	0.03442206
8.82	0.01596406	0.03947828
8.822	0.00754788	0.04007517
8.824	-0.0012104	0.01681915
8.826	-0.00127	0.01752188
8.828	0.02608016	0.0486832
8.83	0.01049498	0.02476914
8.832	-0.0012265	0.01279443
8.834	0.01419238	0.0261727
8.836	0.01611729	0.04486125
8.838	0.00997404	0.01920691
8.84	0.01799231	0.05665311
8.842	0.00112627	0.02966164
8.844	0.00413416	0.02733702
8.846	0.02419393	0.04841253
8.848	0.01311427	0.03151897
8.85	0.00877555	0.02804044
8.852	-0.0012352	0.01347715
8.854	0.02121082	0.0233281
8.856	0.00645698	0.03262441
8.858	0.01818366	0.0336689
8.86	0.02211125	0.02139768
8.862	-0.000354	0.01571756
8.864	-0.0012067	0.01083241
8.866	0.03155674	0.03986543
8.868	0.02525272	0.02270934
8.87	0.00075615	0.01988482
8.872	0.02895355	0.03546401
8.874	0.01482474	0.02114601
8.876	0.00109031	0.01753944
8.878	-0.0007672	0.0138937
8.88	0.04524422	0.04225616
8.882	0.01133413	0.02785649
8.884	0.03556389	0.02438605
8.886	-0.0012827	0.0131799
8.888	0.0137191	0.04312581
8.89	0.0015193	0.0409966
8.892	0.00408586	0.03355794
8.894	0.04498018	0.04040507
8.896	0.00172005	0.02517376
8.898	0.04602057	0.05277951
8.9	-0.0010844	0.0176819
8.902	0.01118464	0.02374376
8.904	-0.0003037	0.01790839
8.906	-0.0012655	0.01343223
8.908	0.04127962	0.03751108
8.91	0.03532363	0.0422922
8.912	-0.0001612	0.02173654
8.914	-0.0006694	0.02110566
8.916	0.01675502	0.05874707
8.918	0.40668652	0.13753598
8.92	0.07870904	0.16149109
8.922	0.0748203	0.21489122
8.924	-1.01E-03	0.03524832
8.926	4.03E-03	0.02973682
8.928	0.00048756	0.01968398
8.93	-0.0008349	0.01600012
8.932	0.02610792	0.02149504
8.934	0.02197807	0.03988953
8.936	0.02879801	0.03395949
8.938	0.01786449	0.05230258
8.94	-0.0007594	0.02086019
8.942	-0.000317	0.01947266
8.944	0.03030869	0.03796932
8.946	0.00076009	0.02206929
8.948	4.27E-05	0.03502665
8.95	-0.00101	0.01402812
8.952	0.04472056	0.04706261
8.954	0.02532037	0.02226828
8.956	0.00018303	0.02257277
8.958	0.0012297	0.02305902
8.96	0.00431639	0.02515411
8.962	-0.0008941	0.01384982
8.964	-0.0009129	0.01336202
8.966	0.01874717	0.03230468
8.968	0.02796077	0.03580064
8.97	-0.0006315	0.01314521
8.972	0.01279283	0.02904989
8.974	-0.001028	0.01655358
8.976	0.01487016	0.02944852
8.978	-0.0008404	0.01700794
8.98	0.00752169	0.03237325
8.982	0.02431542	0.02848625
8.984	-0.0012148	0.01238942
8.986	0.00876227	0.02880643
8.988	-0.0007656	0.01902314
8.99	0.01281236	0.02895216
8.992	-0.0006952	0.02107641
8.994	0.0003913	0.04253453
8.996	0.32854233	0.15417363
8.998	0.06011485	0.15704095
9	0.00934074	0.05026699
9.002	0.00454239	0.03155729
9.004	0.0030596	0.029759
9.006	0.00042197	0.01840559
9.008	0.00180836	0.01529337
9.01	0.01077023	0.02023949
9.012	-0.0002465	0.00709834
9.014	0.01214284	0.02205744
9.016	-0.0001114	0.00991774
9.018	-0.0002657	0.00643715
9.02	0.01080087	0.03299277
9.022	0.00168198	0.01519478
9.024	0.00074084	0.0160855
9.026	0.00044659	0.01533533
9.028	0.00882549	0.03473669
9.03	0.00681362	0.0252093
9.032	0.00204134	0.03469269
9.034	0.01600855	0.1035912
9.036	0.39177082	0.19604503
9.038	0.00147677	0.04635183
9.04	0.01066634	0.03531568
9.042	0.00043114	0.01293119
9.044	0.00275595	0.01620988
9.046	0.00798382	0.02867847
9.048	0.00365005	0.02610782
9.05	0.0003471	0.01115043
9.052	0.00319152	0.01328099
9.054	0.00355172	0.01464467
9.056	0.00423679	0.01993172
9.058	0.01245895	0.0346202
9.06	0.00126008	0.01391432
9.062	0.00040676	0.01060581
9.064	0.0112657	0.03526677
9.066	-0.0003372	0.00628678
9.068	-0.0002652	0.01074547
9.07	0.00145086	0.01852662
9.072	0.00937109	0.03854647
9.074	0.00837786	0.03642254
9.076	0.01133589	0.04914786
9.078	0.09557701	0.13695776
9.08	0.06128807	0.13939065
9.082	0.00776087	0.0387954
9.084	0.00204352	0.0201935
9.086	-0.0001301	0.01291755
9.088	0.00914609	0.03116137
9.09	0.00785547	0.02957009
9.092	0.00689717	0.05722286
9.094	0.0456943	0.1986083
9.096	0.00360872	0.03076206
9.098	0.00337024	0.02403737
9.1	0.00327085	0.02265068
9.102	0.00746911	0.02358654
9.104	0.0063623	0.0227301
9.106	0.01016108	0.02429126
9.108	0.00266486	0.01655652
9.11	0.00457465	0.01910349
9.112	0.00528138	0.01988202
9.114	-0.0001199	0.00772587
9.116	0.00989155	0.01553848
9.118	0.00651387	0.02455509
9.12	0.00807918	0.02643059
9.122	0.00133374	0.0110344
9.124	0.0011651	0.01443182
9.126	0.00603451	0.01837698
9.128	0.010531	0.02915254
9.13	-0.0001151	0.0075047
9.132	0.01188557	0.03879689
9.134	0.00960845	0.04188054
9.136	0.00372283	0.02043092
9.138	0.00537372	0.02960918
9.14	0.00690304	0.0292588
9.142	0.00828028	0.0387648
9.144	-0.0002567	0.00891729
9.146	0.00600304	0.02850928
9.148	0.00270166	0.02321938
9.15	0.00850172	0.02536593
9.152	0.00825835	0.03183611
9.154	0.00069836	0.01519837
9.156	0.01495085	0.02617949
9.158	3.34E-05	0.01697627
9.16	0.00626474	0.0289432
9.162	0.00141066	0.03079163
9.164	0.05952642	0.24492016
9.166	0.00580149	0.06546407
9.168	0.00215608	0.02227819
9.17	0.00659519	0.02350084
9.172	-0.0001692	0.01680108
9.174	0.00797573	0.04629943
9.176	0.00086089	0.01666888
9.178	0.00985516	0.03664476
9.18	0.00621347	0.02414653
9.182	0.00246154	0.03127784
9.184	0.00626444	0.03066545
9.186	0.00232392	0.02468617
9.188	0.00602799	0.0324711
9.19	0.00179969	0.021498
9.192	0.01086833	0.06316656
9.194	0.01268273	0.0411832
9.196	0.00673983	0.04694476
9.198	0.00960662	0.03586845
9.2	0.00267821	0.0414015
9.202	0.00822097	0.03344147
9.204	0.00133959	0.01706394
9.206	0.00720349	0.02453489
9.208	0.00775914	0.04029752
9.21	0.00394353	0.05506727
9.212	0.00670302	0.06001136
9.214	0.00045449	0.02377074
9.216	0.00528227	0.0343976
9.218	0.00122984	0.01736851
9.22	0.00840196	0.07017919
9.222	0.0078886	0.0338296
9.224	0.00073689	0.0172082
9.226	0.00575717	0.02595972
9.228	0.0010956	0.02139845
9.23	0.01182503	0.06873831
9.232	0.00316179	0.0297545
9.234	0.00514508	0.02220086
9.236	0.00509978	0.02464826
9.238	0.00018807	0.02164128
9.24	0.01206706	0.08521124
9.242	0.00204277	0.02027182
9.244	0.00826138	0.03988069
9.246	0.00497163	0.02405939
9.248	0.02828144	0.10602972
9.25	0.02084472	0.12697598
9.252	0.00142422	0.02296579
9.254	0.00392601	0.02959336
9.256	0.00334011	0.02737869
9.258	0.00603298	0.02688529
9.26	0.01620397	0.09748343
9.262	0.00681779	0.04023439
9.264	0.00323713	0.01840409
9.266	-0.000124	0.01100587
9.268	0.00388223	0.02859748
9.27	0.00482718	0.04052131
9.272	0.02387275	0.08385908
9.274	0.00733121	0.02422378
9.276	0.00129525	0.0165428
9.278	0.00474611	0.03187883
9.28	0.00087299	0.02224864
9.282	0.01789454	0.11819716
9.284	0.00194172	0.02792431
9.286	0.0028258	0.02626355
9.288	0.00559956	0.03255681
9.29	0.0018946	0.01517888
9.292	0.00582979	0.05405959
9.294	0.02037587	0.11931146
9.296	0.00341416	0.02338411
9.298	0.00222927	0.02265531
9.3	0.00560582	0.02776085
9.302	0.03100598	0.10953122
9.304	0.01339375	0.0885591
9.306	0.01617763	0.16913808
9.308	0.08631305	0.17748282
9.31	0.00586235	0.0377712
9.312	0.00485094	0.02887799
9.314	0.00063676	0.0192846
9.316	0.00588639	0.05273089
9.318	0.02419744	0.09624303
9.32	0.00217912	0.02497366
9.322	0.00237025	0.03458201
9.324	0.00332678	0.04082263
9.326	0.00529532	0.03135996
9.328	0.00157874	0.03698605
9.33	0.02008253	0.09540934
9.332	0.00689383	0.03929478
9.334	0.0032432	0.02775062
9.336	0.01080474	0.02648069
9.338	0.00849114	0.03094179
9.34	0.00770966	0.05490849
9.342	0.02519397	0.11344937
9.344	0.01487841	0.03264723
9.346	0.01730782	0.04094603
9.348	0.00856936	0.0412368
9.35	0.00847565	0.02417862
9.352	0.03239629	0.04953622
9.354	0.03868531	0.14399589
9.356	0.02453637	0.14593792
9.358	0.05936641	0.08477938
9.36	0.01176507	0.06670469
9.362	0.06341561	0.08847939
9.364	0.01301377	0.04205072
9.366	0.12119204	0.09201625
9.368	0.0398982	0.11077077
9.37	0.06118724	0.06647635
9.372	0.1012073	0.06163255
9.374	0.17424194	0.10584361
9.376	0.06144124	0.10509131
9.378	0.11670557	0.188112
9.38	0.43292701	0.31479181
9.382	0.32627089	0.12249099
9.384	0.14922691	0.09830936
9.386	0.09362472	0.06235299
9.388	0.18381643	0.10247687
9.39	0.14762702	0.11193537
9.392	0.4107334	0.07909078
9.394	0.10201518	0.106662
9.396	0.41722496	0.15628897
9.398	0.09184098	0.06153539
9.4	0.27883298	0.09830306
9.402	0.39033415	0.1985981
9.404	0.57399466	-0.0143312
9.406	0.40165742	0.13283051
9.408	0.15763715	0.08327841
9.41	0.40420969	0.11004577
9.412	0.86171032	0.2904509
9.414	0.19560842	0.18246353
9.416	0.36448466	0.09725347
9.418	0.46456874	0.13867349
9.42	0.58540022	0.28846761
9.422	0.40804069	0.07253436
9.424	0.56037798	0.36383638
9.426	0.59073372	0.14428798
9.428	0.30305636	0.16315793
9.43	0.63931676	0.18194479
9.432	0.92356604	0.42452843
9.434	0.44039806	0.22987574
9.436	0.55536827	0.20839902
9.438	0.51104189	0.1187278
9.44	0.87813444	-0.0071518
9.442	0.63569105	0.11734936
9.444	0.55641104	0.19042092
9.446	0.28842523	0.17305523
9.448	1.04478007	0.37990464
9.45	0.91631774	0.36493466
9.452	0.06909972	0.14376757
9.454	1.14719426	0.18687559
9.456	0.14942377	0.18197556
9.458	1.142294	0.41855102
9.46	0.95381999	0.23778277
9.462	0.4434592	0.16181214
9.464	0.43103022	0.11203445
9.466	0.93556819	0.29966869
9.468	0.79435265	0.4522636
9.47	0.9263276	0.36368537
9.472	0.83791732	0.21226606
9.474	0.02690126	0.2738289
9.476	1.29698792	0.1640524
9.478	0.85570533	0.13340402
9.48	1.11026898	0.25510941
9.482	0.63966501	0.07455049
9.484	0.46403742	0.13360976
9.486	1.04352921	0.38683459
9.488	0.79039869	0.26610073
9.49	0.81121919	0.00707607
9.492	1.30830234	0.25636511
9.494	0.47934948	0.26587306
9.496	0.76427248	0.29623375
9.498	1.1885682	0.40842502
9.5	0.38274586	0.16490434
9.502	0.80246251	0.19516817
9.504	0.88548977	0.45522403
9.506	1.14773272	0.49931486
9.508	0.37067449	0.08812141
9.51	1.00542172	0.3347466
9.512	0.4076395	0.15945334
9.514	0.40424658	0.24717938
9.516	1.27136852	0.79542419
9.518	0.83000321	0.18674927
9.52	0.46886551	0.49686948
9.522	1.03218369	0.36959407
9.524	0.24017589	0.14938487
9.526	0.44023651	0.16167299
9.528	1.11890561	0.16838602
9.53	0.81272143	0.00260854
9.532	0.87253284	0.09519646
9.534	0.5375491	0.22087542
9.536	0.66784145	0.09323565
9.538	0.37028801	0.12691047
9.54	0.84585453	0.10030083
9.542	0.8704521	0.20693735
9.544	0.43630096	0.20990813
9.546	1.12856916	0.24842736
9.548	0.34376464	0.17917688
9.55	0.42355642	0.04687422
9.552	0.4350681	0.15258949
9.554	0.742337	0.18223738
9.556	0.31583975	0.1150532
9.558	0.32224939	0.12698588
9.56	0.85673861	0.15826883
9.562	0.13262774	0.13709858
9.564	0.19396754	0.06256292
9.566	0.12711617	0.08536144
9.568	0.42235311	0.06875849
9.57	0.1340485	0.17503488
9.572	0.07829508	0.18408344
9.574	0.46742299	0.04288978
9.576	0.13830975	0.05945362
9.578	0.00542514	0.06007609
9.58	0.02639074	0.07796378
9.582	0.1377379	0.07482275
9.584	0.00400501	0.06186468
9.586	0.04433174	0.12178016
9.588	0.11989727	0.11164658
9.59	0.04532554	0.05482931
9.592	0.0356977	0.09239504
9.594	0.07073655	0.08632842
9.596	0.16299079	0.09428331
9.598	0.54751256	0.04357021
9.6	0.86801438	0.2058587
9.602	0.74114643	0.3388321
9.604	0.78028511	0.34539591
9.606	0.76578786	0.41348808
9.608	0.77568264	0.14816189
9.61	0.84077907	0.24030341
9.612	1.08983195	0.20008129
9.614	0.64361	0.20668575
9.616	0.81827517	0.27205817
9.618	0.58296829	0.34510973
9.62	0.79198552	0.57988755
9.622	0.72416656	0.34627255
9.624	0.81328065	0.15667436
9.626	0.41042836	0.33603207
9.628	0.93655684	0.20672976
9.63	0.92831013	0.2839543
9.632	0.58393074	0.47088981
9.634	0.26322157	0.23922893
9.636	0.79465272	0.1450299
9.638	0.91101972	0.21751199
9.64	0.58450831	0.26663499
9.642	0.3233298	0.25955173
9.644	0.63642214	0.30999943
9.646	0.89970869	0.22170096
9.648	0.7421545	0.138799
9.65	0.30006775	0.20917153
9.652	0.81626814	0.17291789
9.654	0.54098425	0.16297017
9.656	0.57154059	0.16702468
9.658	0.2314153	0.30597023
9.66	0.5831834	0.24935761
9.662	0.4608146	0.12656848
9.664	1.35125598	0.22867756
9.666	0.49873241	0.1494415
9.668	0.82828148	-0.0252827
9.67	0.16107357	0.21568319
9.672	0.50227816	0.28746093
9.674	0.40171253	0.1805685
9.676	0.08560114	0.17616137
9.678	0.90230784	0.21568757
9.68	0.49789186	0.15182195
9.682	0.67332433	0.15407771
9.684	0.31075846	0.16102633
9.686	0.69148608	0.10320802
9.688	0.05570545	0.20068158
9.69	0.60781516	0.2199386
9.692	0.36993703	0.15174844
9.694	0.21808359	0.21213998
9.696	0.68404701	0.24489847
9.698	0.47850113	0.05769948
9.7	0.87943629	0.04805075
9.702	0.25391207	0.11996953
9.704	0.69644805	0.06685463
9.706	0.04243762	0.18142583
9.708	0.72415121	0.11398608
9.71	0.49893846	0.12570606
9.712	0.03774542	0.21071156
9.714	0.99713709	0.09975203
9.716	0.18541171	0.16826538
9.718	0.90618205	0.33214259
9.72	0.44194484	0.1023516
9.722	0.71121686	0.02108803
9.724	0.1939894	0.23578012
9.726	0.76017538	0.23796359
9.728	0.32901379	0.19848176
9.73	0.16454827	0.10376952
9.732	1.01728151	0.05967542
9.734	0.11561357	0.18161491
9.736	0.60814892	0.23044048
9.738	0.86051859	0.23543672
9.74	0.01768678	0.16347231
9.742	0.97833879	0.23575969
9.744	0.14148562	0.15473357
9.746	0.6363787	0.06357143
9.748	0.46211447	0.16800911
9.75	0.18999461	0.07753613
9.752	0.94866571	0.20152161
9.754	0.13502769	0.18773412
9.756	0.87374426	0.16131082
9.758	0.33218353	0.23074177
9.76	0.23702293	0.16389536
9.762	0.9788263	-0.0534238
9.764	0.22946694	0.16879475
9.766	0.70135219	0.09594383
9.768	0.29023945	0.14750692
9.77	0.23946645	0.13193819
9.772	0.73098438	0.12158206
9.774	0.1721045	0.22695796
9.776	0.95359088	0.16888046
9.778	0.29040201	0.17723096
9.78	0.2085095	0.13277351
9.782	0.69287075	0.20823458
9.784	0.15037479	0.20224879
9.786	0.67114552	0.06382845
9.788	0.25918742	0.13068638
9.79	0.21021468	0.14490821
9.792	0.68374072	0.255874
9.794	0.17306299	0.18201018
9.796	0.79054433	0.09283371
9.798	0.53275658	0.06554503
9.8	0.19812266	0.15255756
9.802	0.70306747	0.21057652
9.804	0.19038467	0.18796634
9.806	0.36458176	0.1608474
9.808	0.43189482	0.10542522
9.81	0.01857441	0.14040562
9.812	0.6180084	0.13716636
9.814	0.45612257	0.15592489
9.816	0.51255282	0.09727094
9.818	0.45020636	0.10983255
9.82	0.25964462	0.09518544
9.822	0.60098326	0.12378813
9.824	0.46661976	0.1958397
9.826	0.16282891	0.16402364
9.828	0.43191416	0.09379136
9.83	0.22311095	0.14434268
9.832	0.18286126	0.12905258
9.834	0.39392017	0.12032605
9.836	0.43681187	0.01827082
9.838	0.62162149	0.16649998
9.84	0.3373358	0.10368809
9.842	0.13156351	0.08138441
9.844	0.41462926	0.12511205
9.846	0.40516426	0.04266747
9.848	0.38980948	0.06027447
9.85	0.20981866	0.0767831
9.852	0.21584144	0.1259867
9.854	0.36359953	0.13860046
9.856	0.23439771	0.14424462
9.858	0.35505186	0.17736925
9.86	0.58978948	0.20673827
9.862	0.22104967	0.15275476
9.864	0.15826864	0.05814368
9.866	0.33498102	0.08758152
9.868	0.35458227	0.09783167
9.87	0.15529527	0.12719948
9.872	0.28506079	0.07734133
9.874	0.17989814	0.06843258
9.876	0.27095401	0.16614648
9.878	0.2412654	0.07969033
9.88	0.24909493	0.13984537
9.882	0.60981274	0.23786755
9.884	0.17235166	0.1056895
9.886	0.01806723	0.08628909
9.888	0.40962449	0.11907889
9.89	0.15998214	0.10390071
9.892	0.31833554	0.09032215
9.894	0.26064257	0.16889494
9.896	0.1515239	0.07666434
9.898	0.15667888	0.09863328
9.9	0.20525479	0.24251457
9.902	0.1025148	0.10125751
9.904	0.33310063	0.14490988
9.906	0.39628866	0.05093806
9.908	0.14870594	0.03728923
9.91	0.3290355	0.11663704
9.912	0.10213439	0.0594059
9.914	0.03580083	0.08010044
9.916	0.35284797	0.08295603
9.918	0.14603578	0.06213285
9.92	0.14095103	0.09798107
9.922	0.26362363	0.1533908
9.924	0.0887289	0.104133
9.926	0.01597003	0.07297832
9.928	0.41536106	0.14428432
9.93	0.25993463	0.09063013
9.932	0.02735549	0.04893529
9.934	0.2452317	0.09680489
9.936	0.1085294	0.09973821
9.938	0.07233776	0.08483537
9.94	0.21852197	0.12266879
9.942	0.1097245	0.06904038
9.944	0.17806854	0.08616105
9.946	0.15081727	0.10883791
9.948	0.08519783	0.10999169
9.95	0.06304696	0.03807547
9.952	0.24385204	0.1463058
9.954	0.16820259	0.07796847
9.956	0.0906315	0.0943335
9.958	0.12812039	0.07478661
9.96	0.07721625	0.08411099
9.962	0.07841722	0.0807094
9.964	0.06476438	0.10389423
9.966	0.17175395	0.05834944
9.968	0.15486834	0.09516548
9.97	0.10558476	0.07879042
9.972	0.06631603	0.08018828
9.974	0.01563722	0.04335162
9.976	0.09179356	0.06604355
9.978	0.2967186	0.09817065
9.98	0.08122843	0.06777961
9.982	0.09212746	0.06838179
9.984	0.05746061	0.05751365
9.986	0.05016955	0.03885286
9.988	0.04711344	0.05702721
9.99	0.07704579	0.05944621
9.992	0.14221172	0.08915842
9.994	0.06839268	0.06945795
9.996	0.08469563	0.08980818
9.998	0.00410827	0.06520393
10	0.07437015	0.08579359
10.002	0.08033388	0.06022577
10.004	0.12917441	0.08692859
10.006	0.12824002	0.08326399
10.008	0.03124216	0.05602407
10.01	0.00439483	0.04531518
10.012	0.05662725	0.08754322
10.014	0.00161987	0.03573428
10.016	0.05668434	0.05216333
10.018	0.14926388	0.10417779
10.02	0.06068972	0.06824426
10.022	0.00527302	0.0421379
10.024	0.03356772	0.04603036
10.026	0.02276925	0.05176419
10.028	0.04189601	0.04984652
10.03	0.17331609	0.1145534
10.032	0.00700702	0.04349826
10.034	0.01947477	0.02773945
10.036	0.02447201	0.04484731
10.038	0.01885466	0.03953271
10.04	0.00177988	0.02763614
10.042	0.0093244	0.06028235
10.044	0.12835046	0.11237045
10.046	0.04089859	0.04451065
10.048	0.00142112	0.0346189
10.05	0.03113323	0.04756645
10.052	0.02133348	0.03619451
10.054	0.0195462	0.04542066
10.056	0.08084382	0.09971272
10.058	0.03833321	0.05234708
10.06	0.00127325	0.02600195
10.062	0.01376573	0.04195014
10.064	0.01122011	0.033379
10.066	0.00237183	0.03499887
10.068	0.02210221	0.05418197
10.07	0.04754229	0.05305047
10.072	0.03526836	0.07137518
10.074	0.00081135	0.01902686
10.076	0.0214299	0.04366872
10.078	0.00268394	0.03001447
10.08	0.02269449	0.05134783
10.082	0.01378083	0.05305048
10.084	0.05021164	0.07042805
10.086	0.00089666	0.02722173
10.088	0.00909429	0.03313922
10.09	0.00601929	0.03242255
10.092	0.00085589	0.02394892
10.094	0.00878103	0.04357207
10.096	0.00111393	0.02719225
10.098	0.04495405	0.06621873
10.1	0.00758794	0.03253993
10.102	0.0140331	0.02508269
10.104	0.00102249	0.02854977
10.106	0.01142807	0.04150621
10.108	0.00243181	0.03474618
10.11	0.01271223	0.03578049
10.112	0.02052469	0.05328253
10.114	0.00467076	0.02961961
10.116	0.00290417	0.02579231
10.118	0.0002354	0.01866749
10.12	0.00146641	0.02591489
10.122	0.0037358	0.03303337
10.124	0.00176342	0.02074667
10.126	0.02535714	0.05630346
10.128	0.0003865	0.02101055
10.13	0.00516803	0.03383253
10.132	-6.51E-05	0.0143566
10.134	0.00808883	0.03924038
10.136	0.00153951	0.03358786
10.138	0.00093225	0.01722002
10.14	0.01010695	0.03776793
10.142	0.00663517	0.0350116
10.144	-0.0001767	0.01331981
10.146	0.00063249	0.02126796
10.148	0.00192782	0.03850144
10.15	-0.0002476	0.01087568
10.152	0.00037451	0.01741876
10.154	0.00368411	0.02772227
10.156	0.00751619	0.03732877
10.158	0.00164662	0.03692098
10.16	0.00083115	0.026543
10.162	0.00114374	0.03481269
10.164	0.00106186	0.0200348
10.166	0.00070253	0.01810885
10.168	0.00131808	0.02162215
10.17	0.01015923	0.05140609
10.172	-0.0002291	0.01495958
10.174	7.74E-05	0.01598624
10.176	0.00029936	0.01585668
10.178	-0.0002519	0.01116242
10.18	0.00030576	0.01775241
10.182	0.00107171	0.04609087
10.184	0.00653302	0.036052
10.186	0.00028854	0.01601988
10.188	0.0004684	0.01807352
10.19	3.60E-05	0.01756039
10.192	-3.19E-05	0.01433989
10.194	0.00223888	0.05301995
10.196	-7.82E-05	0.02017944
10.198	0.00049153	0.01740498
10.2	0.00224036	0.01863591
10.202	3.99E-05	0.01325722
10.204	-0.0002185	0.01187344
10.206	0.0004171	0.02624009
10.208	0.00348468	0.04395665
10.21	-0.000234	0.01153561
10.212	2.35E-05	0.01347077
10.214	0.00151518	0.02244431
10.216	-0.0002351	0.01256147
10.218	-8.52E-05	0.0167292
10.22	0.00343062	0.06704644
10.222	-0.0001359	0.01660111
10.224	-0.0001798	0.01192075
10.226	-0.0002367	0.01042664
10.228	-0.0002006	0.01061018
10.23	0.00150003	0.04846415
10.232	0.0005433	0.0514145
10.234	0.0062874	0.05502229
10.236	-0.0002255	0.01085086
10.238	-0.000278	0.01089174
10.24	-0.0002915	0.00927069
10.242	-0.0001891	0.01085896
10.244	-0.0001583	0.01910373
10.246	0.02180689	0.13449833
10.248	0.00126843	0.04043901
10.25	-0.0002993	0.01317918
10.252	-0.0003199	0.00748463
10.254	-0.0002642	0.00889193
10.256	-0.0002731	0.00962502
10.258	-0.0002918	0.01367587
10.26	0.00633481	0.08127688
10.262	0.0001177	0.02164288
10.264	-0.0003294	0.00995814
10.266	0.00199911	0.03285728
10.268	0.00632593	0.04887059
10.27	-0.0002711	0.01213225
10.272	0.00590942	0.05466009
10.274	0.00677579	0.08502248
10.276	0.00012007	0.02494201
10.278	-0.0002829	0.01063981
10.28	-0.0003362	0.00725778
10.282	-0.0003047	0.00835369
10.284	-0.0002568	0.01284483
10.286	-0.0002955	0.01159
10.288	0.00786221	0.06548732
10.29	0.00117197	0.03726818
10.292	-4.48E-05	0.02613377
10.294	0.00204212	0.04864419
10.296	0.00069253	0.02893102
10.298	-0.000326	0.00903502
10.3	-0.000326	0.00873455
10.302	0.00018011	0.02452619
10.304	0.00746453	0.07955693
10.306	-0.0003442	0.01236855
10.308	-0.0003052	0.01002306
10.31	-0.000358	0.00683045
10.312	-0.0003574	0.00601632
10.314	-0.0003843	0.00729762
10.316	-0.0003577	0.01064866
10.318	0.0055652	0.07443437
10.32	-0.000133	0.01987377
10.322	-0.0003502	0.00781876
10.324	-0.0003345	0.00746484
10.326	-0.0003653	0.00561883
10.328	-0.0003576	0.00649798
10.33	-0.0003567	0.00672818
10.332	-0.0002502	0.01539522
10.334	0.00416945	0.07009021
10.336	-0.0003382	0.01061605
10.338	-0.0003316	0.00718348
10.34	-0.0003062	0.00756605
10.342	0.00135967	0.03060555
10.344	-0.0002549	0.01037868
10.346	-0.0003114	0.00717736
10.348	0.00014963	0.02308831
10.35	0.00321658	0.05116396
10.352	-0.0002537	0.01543684
10.354	-0.0002251	0.013672
10.356	-0.0003342	0.00597911
10.358	-0.0003293	0.00549256
10.36	-0.0003393	0.00538427
10.362	-0.0003385	0.00635231
10.364	0.00016323	0.02122066
10.366	0.00175325	0.03667155
10.368	-0.0003752	0.00714238
10.37	-0.0003827	0.00573642
10.372	-0.0003739	0.00489979
10.374	-0.0003928	0.00567303
10.376	-0.0003901	0.00481507
10.378	-0.0003703	0.00523181
10.38	-0.0002893	0.01169393
10.382	0.00045967	0.02821789
10.384	-0.0003917	0.00609293
10.386	-0.000385	0.00493781
10.388	-0.0003614	0.00486986
10.39	-0.0003615	0.00481531
10.392	-0.0003565	0.00459331
10.394	-0.0003603	0.00484231
10.396	-0.0003299	0.00878965
10.398	-0.0002747	0.01394438
10.4	-0.0003703	0.00558518
10.402	-0.000369	0.00492085
10.404	-0.0003655	0.00590205
10.406	-0.0003917	0.00512511
10.408	-0.0003468	0.00483297
10.41	-0.0003504	0.00454505
10.412	-0.0003444	0.00566742
10.414	-0.0003403	0.00452994
10.416	-0.000359	0.00509931
10.418	-0.0003066	0.00954174
10.42	-0.0001967	0.01782698
10.422	-0.0002961	0.01378635
10.424	1.74E-05	0.02187619
10.426	-0.0001732	0.01063912
10.428	-0.0003656	0.00510297
10.43	-0.0003764	0.00574707
10.432	-0.0003951	0.00491753
