#WL (Micrometers)	Transmission (%)
1.7974	-0.018311
1.7969	0
1.7964	0.022888
1.7959	0.012207
1.7954	-0.012207
1.7949	-0.059509
1.7944	-0.082397
1.7939	-0.018311
1.7934	0.004578
1.7929	0
1.7924	-0.010681
1.7919	0.022888
1.7914	0.033569
1.7909	-0.006104
1.7904	-0.050354
1.7899	-0.062561
