#MaunaKea 2.5mm N  13800ft		
#T=exp(-b*sqrt(AM)-c*AM) @1AM
#Wavelength	b(sqrt crv gr)	c (lin crv gr)
9.086	0.0010419	0.01914695
9.088	0.00422111	0.02828797
9.09	0.00725408	0.03833141
9.092	0.01597767	0.06883278
9.094	0.03273648	0.15267937
9.096	0.00526159	0.0365621
9.098	0.00270158	0.0286414
9.1	0.00206294	0.0259627
9.102	0.00679508	0.02914991
9.104	0.00510388	0.02478221
9.106	0.00484798	0.0253537
9.108	0.00317712	0.02061533
9.11	0.00321532	0.02424791
9.112	0.00310731	0.02415761
9.114	0.00328473	0.01467432
9.116	0.00675899	0.01795779
9.118	0.00486946	0.02429737
9.12	0.00529849	0.02786773
9.122	0.00254754	0.01704025
9.124	0.00395825	0.02402863
9.126	0.00158355	0.01928993
9.128	0.00379739	0.02585611
9.13	0.00396135	0.01910462
9.132	0.00970473	0.03280597
9.134	0.00654674	0.04800247
9.136	0.00422124	0.03151565
9.138	0.00595131	0.03114814
9.14	0.00516792	0.03200417
9.142	0.00531144	0.03453666
9.144	0.00318253	0.02012924
9.146	0.00767598	0.02810267
9.148	0.00257355	0.02872949
9.15	0.00325705	0.02599017
9.152	0.0035824	0.03017264
9.154	0.0020819	0.021944
9.156	0.00847572	0.02826801
9.158	0.00308506	0.02400323
9.16	0.00373875	0.02923998
9.162	0.00482321	0.04381829
9.164	0.04450216	0.18165001
9.166	0.00979336	0.06896717
9.168	0.00290072	0.0284127
9.17	0.00611953	0.02471257
9.172	0.00117499	0.02351765
9.174	0.0073461	0.04299607
9.176	0.00578246	0.02989512
9.178	0.00675351	0.03076182
9.18	0.00536439	0.02923539
9.182	0.00383073	0.03199258
9.184	0.00389575	0.03490672
9.186	0.00157171	0.02972882
9.188	0.00640168	0.03573236
9.19	0.00531179	0.03027816
9.192	0.00917724	0.05543664
9.194	0.00929594	0.0400627
9.196	0.00760076	0.04781914
9.198	0.00819359	0.04228963
9.2	0.00241756	0.0403167
9.202	0.00773733	0.03584839
9.204	0.00298736	0.02333439
9.206	0.00374321	0.02684896
9.208	0.00549672	0.04022574
9.21	0.00304593	0.05324378
9.212	0.00486222	0.05416453
9.214	0.00097077	0.02999741
9.216	0.00274241	0.03064863
9.218	0.00210857	0.02685246
9.22	0.00470798	0.06032094
9.222	0.00374313	0.03370772
9.224	0.00085971	0.02512316
9.226	0.00265052	0.03109773
9.228	0.00263706	0.03034512
9.23	0.00552197	0.05498335
9.232	0.00573603	0.03076041
9.234	0.00564505	0.02439671
9.236	0.00345134	0.02852351
9.238	0.0022847	0.03129906
9.24	0.00728876	0.06758407
9.242	0.0014468	0.02641929
9.244	0.00643642	0.0371639
9.246	0.00472345	0.03347308
9.248	0.02277079	0.09453408
9.25	0.02366576	0.1222977
9.252	0.00219532	0.03015278
9.254	0.00155142	0.03047369
9.256	0.00422718	0.03323993
9.258	0.00339699	0.02997865
9.26	0.01173399	0.07903065
9.262	0.00602907	0.04534418
9.264	0.00181687	0.02252142
9.266	0.00112888	0.01765597
9.268	0.00385434	0.02947895
9.27	0.00909737	0.04982488
9.272	0.01572571	0.06533859
9.274	0.00858711	0.02599452
9.276	0.00092936	0.02071469
9.278	0.002823	0.03410683
9.28	0.00345057	0.02932787
9.282	0.01627781	0.08918123
9.284	0.00654587	0.03996504
9.286	0.00214798	0.02883707
9.288	0.00421705	0.03354905
9.29	0.00044291	0.01829125
9.292	0.00395321	0.05291949
9.294	0.01712967	0.10938323
9.296	0.00260027	0.02974342
9.298	0.00078454	0.02354637
9.3	0.00349963	0.02896641
9.302	0.02905249	0.10387287
9.304	0.0189627	0.10740491
9.306	0.02735888	0.15782752
9.308	0.04809591	0.14843719
9.31	0.00511338	0.03922335
9.312	0.00122052	0.02674336
9.314	0.0004999	0.02463554
9.316	0.01154128	0.06002948
9.318	0.01709076	0.0809229
9.32	0.00135868	0.02813634
9.322	0.00121629	0.03385282
9.324	0.00328527	0.04274288
9.326	0.00196017	0.03028995
9.328	0.00693084	0.0503637
9.33	0.01073939	0.07938684
9.332	0.00289651	0.03750058
9.334	0.00172348	0.03283184
9.336	0.01237514	0.02690787
9.338	0.00610338	0.03457522
9.34	0.00890455	0.06555877
9.342	0.02487983	0.09383004
9.344	0.01047551	0.03670103
9.346	0.02067626	0.04452307
9.348	0.00993165	0.04718141
9.35	0.00618582	0.02691963
9.352	0.03844881	0.05540609
9.354	0.02576426	0.12122027
9.356	0.01923447	0.15113841
9.358	0.05437878	0.09014955
9.36	0.02416959	0.07470531
9.362	0.05017155	0.09114544
9.364	0.03024966	0.04515918
9.366	0.10543672	0.09526663
9.368	0.0606652	0.10900231
9.37	0.04177311	0.05920042
9.372	0.11163082	0.05335735
9.374	0.18733136	0.09830522
9.376	0.07604506	0.10216645
9.378	0.17775454	0.1562759
9.38	0.30379871	0.25192886
9.382	0.25463837	0.12916006
9.384	0.23781274	0.0783831
9.386	0.0850764	0.06637011
9.388	0.17554535	0.10642978
9.39	0.17728498	0.0952456
9.392	0.34612118	0.0800006
9.394	0.24605411	0.07595277
9.396	0.35945192	0.10324661
9.398	0.12589879	0.07138787
9.4	0.2615587	0.08338163
9.402	0.50890777	0.14433984
9.404	0.5100821	0.04218001
9.406	0.35471346	0.08223559
9.408	0.18406189	0.0788428
9.41	0.447204	0.09018869
9.412	0.75305432	0.19698023
9.414	0.36133675	0.1403286
9.416	0.29263751	0.11561935
9.418	0.53487858	0.11478411
9.42	0.58719008	0.21396868
9.422	0.39552073	0.0816407
9.424	0.63339354	0.24767048
9.426	0.48294832	0.14835284
9.428	0.47185753	0.11736455
9.43	0.62765395	0.14611191
9.432	0.78320748	0.2587249
9.434	0.47542734	0.20535266
9.436	0.53824643	0.18577355
9.438	0.60277985	0.0750789
9.44	0.73530913	0.03376679
9.442	0.51009174	0.13154826
9.444	0.69216655	0.09635226
9.446	0.43854766	0.12405682
9.448	0.8735482	0.24040139
9.45	0.97262742	0.14054414
9.452	0.22539957	0.10192822
9.454	0.93831749	0.06405166
9.456	0.42686542	0.06595449
9.458	1.13933639	0.13247801
9.46	0.82662024	0.27911676
9.462	0.38745541	0.14547901
9.464	0.4199611	0.12361736
9.466	0.88967438	0.27772263
9.468	0.81712149	0.40783912
9.47	1.03308536	0.26881408
9.472	0.64984743	0.2011584
9.474	0.28041271	0.15851736
9.476	0.91390221	0.09421041
9.478	0.914106	0.13644935
9.48	1.12212375	0.11974667
9.482	0.53642285	0.0783603
9.484	0.55679689	0.10748286
9.486	0.91692007	0.36978221
9.488	0.84258095	0.13046793
9.49	0.82201205	0.03821191
9.492	1.31949333	0.11289641
9.494	0.58667317	0.20992332
9.496	0.64888912	0.30175979
9.498	1.16700786	0.13872928
9.5	0.46130333	0.13750657
9.502	0.89643952	0.1370716
9.504	0.88763762	0.45116546
9.506	1.04839321	0.12830503
9.508	0.53883601	0.03647854
9.51	0.90624432	0.13779738
9.512	0.39063899	0.15791186
9.514	0.61497542	0.1824042
9.516	1.30833351	0.32991598
9.518	0.72976591	0.2306516
9.52	0.66147363	0.38204092
9.522	0.86729232	0.31562
9.524	0.3443991	0.11665904
9.526	0.45556814	0.10283408
9.528	1.03810318	0.12761324
9.53	0.73902939	0.01947195
9.532	0.7195946	0.10963011
9.534	0.73701986	0.17515027
9.536	0.51563919	0.09672761
9.538	0.28698517	0.13511518
9.54	0.91885022	0.11466474
9.542	0.78155473	0.21818974
9.544	0.60268477	0.15767915
9.546	0.92766463	0.1370618
9.548	0.47326259	0.12168086
9.55	0.31127505	0.0889085
9.552	0.36243387	0.1332202
9.554	0.75625451	0.11297775
9.556	0.36371952	0.09119996
9.558	0.44409958	0.07105419
9.56	0.58678543	0.16169612
9.562	0.26149878	0.10491286
9.564	0.16291443	0.06829855
9.566	0.13306482	0.07858043
9.568	0.39800337	0.06310404
9.57	0.13090862	0.15272092
9.572	0.19152542	0.14882959
9.574	0.38057479	0.09170623
9.576	0.09322754	0.06208676
9.578	0.00581205	0.06193633
9.58	0.02338082	0.08305412
9.582	0.13435312	0.06890391
9.584	0.00468362	0.06225738
9.586	0.04299429	0.11306689
9.588	0.0939024	0.10482012
9.59	0.05879332	0.06034311
9.592	0.04428816	0.08141069
9.594	0.0764193	0.08486834
9.596	0.14905542	0.0909278
9.598	0.56157597	0.0470582
9.6	0.81607694	0.21367695
9.602	0.72188195	0.2780892
9.604	0.76654463	0.31636537
9.606	0.75631094	0.29288072
9.608	0.8519427	0.14328181
9.61	0.93701316	0.20059903
9.612	0.8903242	0.12536757
9.614	0.78788385	0.1721419
9.616	0.77113125	0.23882179
9.618	0.60170434	0.32614921
9.62	0.84590489	0.44253858
9.622	0.80117499	0.2891346
9.624	0.58972766	0.20232481
9.626	0.55378232	0.28444572
9.628	0.99207824	0.18395442
9.63	0.86264553	0.2852603
9.632	0.56884362	0.30927165
9.634	0.38693791	0.21974747
9.636	0.76730901	0.13815922
9.638	0.82592191	0.15932219
9.64	0.63811316	0.20400162
9.642	0.43260007	0.22236416
9.644	0.59928217	0.27308108
9.646	0.94044216	0.14916445
9.648	0.58281352	0.16809702
9.65	0.44716917	0.17653913
9.652	0.70344751	0.15997243
9.654	0.49845662	0.14704632
9.656	0.5403647	0.16536079
9.658	0.34239471	0.24590378
9.66	0.60001311	0.19889559
9.662	0.61875592	0.06272694
9.664	1.19475768	0.15973282
9.666	0.44843375	0.15694272
9.668	0.58546235	0.08177363
9.67	0.35247246	0.14485257
9.672	0.45391798	0.25965235
9.674	0.39434335	0.14170249
9.676	0.23009906	0.13584863
9.678	0.6837757	0.12397007
9.68	0.57873249	0.12541824
9.682	0.65158082	0.15643448
9.684	0.26429406	0.17214462
9.686	0.59150136	0.08619763
9.688	0.20921548	0.16165844
9.69	0.51210697	0.16162449
9.692	0.37192727	0.15361741
9.694	0.28773565	0.17659761
9.696	0.5923801	0.18821809
9.698	0.52946228	0.05276511
9.7	0.82886925	0.04446027
9.702	0.24302755	0.132353
9.704	0.59936746	0.03322514
9.706	0.18220773	0.14493885
9.708	0.61231062	0.07367601
9.71	0.46008121	0.1195727
9.712	0.22780863	0.133334
9.714	0.74851841	0.08232398
9.716	0.30710733	0.11598567
9.718	0.7957004	0.29359157
9.72	0.36852203	0.13635152
9.722	0.5172719	0.06275347
9.724	0.34762544	0.15496862
9.726	0.58775297	0.17277198
9.728	0.45163749	0.14373828
9.73	0.20766784	0.10471173
9.732	0.79113477	0.05083674
9.734	0.29943213	0.11257765
9.736	0.6752474	0.11983197
9.738	0.61988011	0.18492066
9.74	0.23340957	0.09350415
9.742	0.82874932	0.03362929
9.744	0.26900887	0.12667835
9.746	0.59798902	0.09025182
9.748	0.36278921	0.11877689
9.75	0.25826819	0.0748283
9.752	0.88869266	0.06054801
9.754	0.28858034	0.14117246
9.756	0.58083819	0.17729778
9.758	0.41200762	0.15609571
9.76	0.3560431	0.1196962
9.762	0.82884127	-0.0167736
9.764	0.36808853	0.09938293
9.766	0.46708225	0.13749875
9.768	0.33246038	0.12866779
9.77	0.30704805	0.10299734
9.772	0.6227294	0.13952746
9.774	0.29722825	0.15934934
9.776	0.61045014	0.17811966
9.778	0.39528883	0.10323586
9.78	0.30179839	0.10921631
9.782	0.62122643	0.15666118
9.784	0.29632792	0.1510688
9.786	0.42724971	0.09917278
9.788	0.28943742	0.10866681
9.79	0.23815471	0.14447022
9.792	0.62427936	0.22884143
9.794	0.32512644	0.13281326
9.796	0.65032777	0.05667058
9.798	0.40409985	0.0956085
9.8	0.25487783	0.13859056
9.802	0.6328798	0.16979793
9.804	0.3026482	0.15319166
9.806	0.41643593	0.11145079
9.808	0.2520395	0.13840097
9.81	0.17594931	0.09335003
9.812	0.58080913	0.1075845
9.814	0.39481296	0.13626801
9.816	0.53242789	0.09207735
9.818	0.4908889	0.09511393
9.82	0.23589757	0.10161858
9.822	0.4183576	0.12047949
9.824	0.49115048	0.15267843
9.826	0.31644469	0.11331972
9.828	0.36625905	0.10636493
9.83	0.21834387	0.12262561
9.832	0.2701596	0.1032728
9.834	0.42874765	0.08987202
9.836	0.38812297	0.05943399
9.838	0.53831745	0.09356762
9.84	0.30634501	0.11592397
9.842	0.19744804	0.0608699
9.844	0.38864132	0.08557166
9.846	0.35574943	0.04106418
9.848	0.3727173	0.09581678
9.85	0.29996917	0.05762788
9.852	0.1800984	0.10827755
9.854	0.31142795	0.13056572
9.856	0.31714542	0.12776834
9.858	0.36409768	0.16285701
9.86	0.43813699	0.15130891
9.862	0.24094796	0.13152351
9.864	0.18725506	0.06811898
9.866	0.37675208	0.0578331
9.868	0.25394309	0.10227206
9.87	0.31540048	0.08538612
9.872	0.23843957	0.09469055
9.874	0.16631586	0.07597113
9.876	0.29326297	0.11997554
9.878	0.20824236	0.09978482
9.88	0.27146455	0.11449336
9.882	0.52415928	0.17004315
9.884	0.22123277	0.07594235
9.886	0.12863914	0.06715533
9.888	0.34395778	0.08463194
9.89	0.16038522	0.08644292
9.892	0.29646422	0.11620914
9.894	0.303761	0.12392035
9.896	0.13896476	0.08677547
9.898	0.19122824	0.09995191
9.9	0.23970842	0.18701492
9.902	0.10519306	0.09912623
9.904	0.4117598	0.10416104
9.906	0.3577369	0.08155117
9.908	0.10680898	0.0536875
9.91	0.26976163	0.08550013
9.912	0.14570031	0.0495807
9.914	0.0995583	0.06725622
9.916	0.32865493	0.07334686
9.918	0.16597449	0.06344389
9.92	0.1500124	0.09016987
9.922	0.20205511	0.11870767
9.924	0.11688159	0.09744269
9.926	0.08007506	0.07576414
9.928	0.4093781	0.08850071
9.93	0.23816094	0.07669399
9.932	0.08871507	0.05170344
9.934	0.20921122	0.08483911
9.936	0.09761314	0.09070698
9.938	0.07599293	0.0925
9.94	0.23378869	0.10908765
9.942	0.12857739	0.07392913
9.944	0.1523471	0.08274067
9.946	0.1510585	0.09129664
9.948	0.10103086	0.09927224
9.95	0.06438518	0.06347028
9.952	0.2530446	0.1204323
9.954	0.18501316	0.06941739
9.956	0.09635546	0.08427157
9.958	0.12860587	0.0846879
9.96	0.06717204	0.08577714
9.962	0.06966918	0.07640052
9.964	0.11590035	0.0787623
9.966	0.12903879	0.06863875
9.968	0.15421053	0.09217512
9.97	0.10984181	0.07942611
9.972	0.0806078	0.07524588
9.974	0.04144493	0.04551942
9.976	0.11352157	0.06433126
9.978	0.24190989	0.0679551
9.98	0.10203681	0.0740681
9.982	0.09362687	0.06361422
9.984	0.05367017	0.06201267
9.986	0.03244949	0.04496026
9.988	0.06198793	0.06434194
9.99	0.06883733	0.0515516
9.992	0.14757491	0.08410302
9.994	0.1045192	0.07032487
9.996	0.06329434	0.08918017
9.998	0.01353774	0.0648011
10	0.06936461	0.07355072
10.002	0.08861328	0.06744587
10.004	0.16487889	0.0827213
10.006	0.11229404	0.06711475
10.008	0.02310683	0.05782979
10.01	0.01720455	0.0541166
10.012	0.04554656	0.07202446
10.014	0.00656828	0.03963851
10.016	0.0574241	0.05032738
10.018	0.14664502	0.09778138
10.02	0.05636111	0.06932838
10.022	0.01940949	0.0425808
10.024	0.03504393	0.04478834
10.026	0.03627076	0.05374303
10.028	0.03838257	0.05411348
10.03	0.15054073	0.09127911
10.032	0.0232785	0.04997957
10.034	0.0107017	0.03495871
10.036	0.02403026	0.04464899
10.038	0.02260684	0.04102762
10.04	0.00201345	0.03463129
10.042	0.0350536	0.0589211
10.044	0.09749624	0.09694501
10.046	0.04043046	0.05688221
10.048	0.00227588	0.03323005
10.05	0.02961253	0.05102874
10.052	0.01515869	0.03822694
10.054	0.02656352	0.05374133
10.056	0.06789811	0.10458164
10.058	0.03048823	0.05568913
10.06	0.00607771	0.03778301
10.062	0.01178954	0.04354754
10.064	0.00616197	0.03808492
10.066	0.00136559	0.03524317
10.068	0.01687544	0.04971967
10.07	0.04815919	0.06556763
10.072	0.04112032	0.0669915
10.074	0.00203958	0.02285477
10.076	0.03069974	0.04037388
10.078	0.00541546	0.03463359
10.08	0.01370527	0.0538848
10.082	0.01132743	0.05471607
10.084	0.02962897	0.06924277
10.086	0.01158051	0.0417022
10.088	0.00746321	0.0359527
10.09	0.00408364	0.03255658
10.092	4.59E-06	0.02511604
10.094	0.00802803	0.03711328
10.096	0.00586237	0.03328601
10.098	0.03641076	0.0675692
10.1	0.0128071	0.03540524
10.102	0.00574545	0.02890426
10.104	0.00266186	0.03228441
10.106	0.00546161	0.03778518
10.108	0.00733414	0.04689897
10.11	0.00870979	0.03671983
10.112	0.02391977	0.050921
10.114	0.00645223	0.03205529
10.116	0.00197059	0.02820116
10.118	2.92E-05	0.02103949
10.12	0.0017557	0.03071441
10.122	0.00240635	0.03010785
10.124	0.00018326	0.02374506
10.126	0.01869311	0.0473285
10.128	0.00949448	0.03608814
10.13	0.00331642	0.02999984
10.132	0.00016479	0.0204139
10.134	0.00278246	0.03421084
10.136	0.00196155	0.03542546
10.138	0.00094423	0.02142867
10.14	0.00834723	0.03497232
10.142	0.00585882	0.03469779
10.144	-0.0001745	0.01753153
10.146	-8.60E-05	0.02342636
10.148	0.00098102	0.03356607
10.15	-0.0003713	0.01583468
10.152	-0.0001138	0.01918915
10.154	0.00541008	0.03015067
10.156	0.010323	0.04176542
10.158	0.00152951	0.03235478
10.16	0.00012716	0.03027219
10.162	0.00030818	0.03238869
10.164	0.00071608	0.0223282
10.166	-4.84E-05	0.02106989
10.168	9.71E-05	0.0217523
10.17	0.00874411	0.04529152
10.172	0.00031445	0.01954417
10.174	-0.0002198	0.01943862
10.176	-2.33E-05	0.01707174
10.178	-0.000444	0.01394534
10.18	-0.0002852	0.01858545
10.182	0.00037711	0.0389392
10.184	0.00355513	0.0359476
10.186	0.00255333	0.01968061
10.188	-2.40E-05	0.01877839
10.19	-0.0001008	0.01973718
10.192	-1.80E-05	0.01753
10.194	0.001073	0.0421985
10.196	0.00019737	0.0258651
10.198	4.00E-05	0.0193215
10.2	0.00034701	0.01948269
10.202	-0.00047	0.01448213
10.204	-0.0005392	0.01396155
10.206	0.00085278	0.02973899
10.208	0.00124995	0.03653574
10.21	-0.0006424	0.01240635
10.212	-0.0005806	0.0138169
10.214	0.0008681	0.02309187
10.216	0.00010696	0.01678215
10.218	-0.0002069	0.0208893
10.22	0.00269834	0.05469092
10.222	-0.0002444	0.01955945
10.224	-0.000538	0.01364245
10.226	-0.0006394	0.01162031
10.228	-0.0005757	0.01296911
10.23	0.00113807	0.04280027
10.232	0.0019168	0.05413378
10.234	0.00322432	0.04399554
10.236	-0.0005971	0.01318994
10.238	-0.00065	0.01163556
10.24	-0.0006657	0.01113342
10.242	-0.0006107	0.01275796
10.244	-0.0002833	0.02224476
10.246	0.01280349	0.09869296
10.248	0.00709054	0.04831083
10.25	-0.00065	0.01486038
10.252	-0.0006798	0.00970567
10.254	-0.0006464	0.01053002
10.256	-0.0006497	0.0110482
10.258	-0.0006188	0.01567107
10.26	0.00534627	0.0629256
10.262	0.00163937	0.02770199
10.264	-0.0007028	0.01171625
10.266	0.00198285	0.03450309
10.268	0.0024477	0.03972617
10.27	-0.0006497	0.01381946
10.272	0.00303828	0.04451791
10.274	0.00526985	0.07257793
10.276	0.00198813	0.03129938
10.278	-0.0005814	0.01281484
10.28	-0.000704	0.00925261
10.282	-0.0006874	0.00971741
10.284	-0.0006613	0.01304338
10.286	-0.0006714	0.01344192
10.288	0.00481105	0.05237555
10.29	0.00334748	0.04291213
10.292	-0.0004867	0.0241742
10.294	0.00051588	0.03978617
10.296	0.00038525	0.02980267
10.298	-0.000727	0.01082575
10.3	-0.0007203	0.01025543
10.302	0.0023802	0.03141286
10.304	0.00511465	0.06120541
10.306	-0.0007374	0.01386113
10.308	-0.0006848	0.01212357
10.31	-0.0007573	0.00911801
10.312	-0.0007752	0.00792975
10.314	-0.0007913	0.00878
10.316	-0.0007458	0.01261304
10.318	0.0034977	0.05835897
10.32	0.00108107	0.02629435
10.322	-0.0007958	0.0094496
10.324	-0.0007831	0.00892386
10.326	-0.0008006	0.00786705
10.328	-0.0007915	0.00836516
10.33	-0.0007942	0.00844868
10.332	0.00046473	0.02110758
10.334	0.00360321	0.05660841
10.336	-0.0007324	0.01273163
10.338	-0.0007988	0.00888475
10.34	-0.0007792	0.0093906
10.342	8.42E-05	0.02428575
10.344	-0.0002196	0.01617231
10.346	-0.0007603	0.00907337
10.348	0.00075768	0.02807029
10.35	0.00135811	0.04100482
10.352	-0.0007585	0.01627431
10.354	-0.0007469	0.01372327
10.356	-0.0007933	0.0080845
10.358	-0.0007834	0.00732918
10.36	-0.0007881	0.00727762
10.362	-0.0007927	0.00815045
10.364	0.00020547	0.02449207
10.366	0.00038222	0.0308229
10.368	-0.0008182	0.00918587
10.37	-0.000829	0.00753038
10.372	-0.0008265	0.00703818
10.374	-0.0008311	0.00756353
10.376	-0.000825	0.0068883
10.378	-0.0008244	0.00722411
10.38	-0.0004994	0.01592338
10.382	-0.0002822	0.02411198
10.384	-0.0008538	0.0081024
10.386	-0.0008583	0.00701288
10.388	-0.0008376	0.00686518
10.39	-0.0008377	0.00687972
10.392	-0.0008382	0.0066348
10.394	-0.0008227	0.00701082
10.396	-0.0007909	0.01050551
10.398	-0.0007345	0.01429057
10.4	-0.000825	0.00776522
10.402	-0.0008292	0.00698068
10.404	-0.0008283	0.00755526
10.406	-0.00084	0.00729294
10.408	-0.0008007	0.00685234
10.41	-0.0007833	0.00689206
10.412	-0.0007448	0.0072617
10.414	-0.0007385	0.00655263
10.416	-0.0007281	0.00704489
10.418	-0.0007166	0.01059685
10.42	-0.0006685	0.01612284
10.422	-0.0005713	0.0177791
10.424	-0.0004924	0.02090795
10.426	-0.0006808	0.01092207
10.428	-0.000767	0.00725046
10.43	-0.0007793	0.00730952
10.432	-0.0007832	0.00679972
10.434	-0.000783	0.00663814
10.436	-0.0007539	0.00677752
10.438	-0.0007275	0.00833814
10.44	0.00027573	0.02954973
10.442	-0.0001624	0.0178679
10.444	-0.0007406	0.00729627
10.446	-0.0007491	0.00672062
10.448	-0.0007544	0.0067129
10.45	-0.000757	0.00675949
10.452	-0.0007425	0.0067797
10.454	-0.0007243	0.0072915
10.456	-0.0006744	0.01105677
10.458	0.00132358	0.04403915
10.46	-0.00025	0.0165352
10.462	-0.0006624	0.01200033
10.464	-0.0004234	0.02175863
10.466	-0.0006993	0.01271784
10.468	0.0068184	0.06621195
10.47	0.00232217	0.02739805
10.472	-0.0007301	0.00924116
10.474	-0.0006195	0.01300024
10.476	0.00218777	0.05262243
10.478	-4.32E-05	0.01781496
10.48	-0.000709	0.01021519
10.482	-0.000717	0.00928525
10.484	-0.0007349	0.00744473
10.486	-0.0007235	0.00826428
10.488	0.00123681	0.02836716
10.49	0.00160039	0.03486269
10.492	-0.0007236	0.01243959
10.494	0.00260039	0.05297584
10.496	0.00093858	0.02588345
10.498	-0.0007543	0.00845616
10.5	-0.0007473	0.00714355
10.502	-0.0007196	0.00685606
10.504	-0.0007153	0.00688934
10.506	-0.0007375	0.00693324
10.508	-0.0007334	0.00741392
10.51	-0.0007376	0.00912348
10.512	0.00237241	0.03776454
10.514	0.00284833	0.04505492
10.516	-0.0007507	0.0095785
10.518	-0.0007689	0.00739622
10.52	-0.0007622	0.00712265
10.522	-0.0007543	0.00708155
10.524	-0.0007681	0.00712702
10.526	-0.0007776	0.00716838
10.528	-0.0007743	0.00793331
10.53	-0.0004955	0.01479532
10.532	0.00534632	0.06506631
10.534	-1.50E-05	0.01805772
10.536	-0.0008307	0.0088072
10.538	-0.0008349	0.00806431
10.54	-0.0008397	0.00867332
10.542	-0.0008162	0.01179091
10.544	0.03666492	0.0430494
10.546	0.12381442	0.12091056
10.548	-0.0002663	0.02395946
10.55	0.00175551	0.03330478
10.552	0.00370696	0.05461285
10.554	-0.0007635	0.01116575
10.556	-0.0007735	0.00803519
10.558	-0.0008183	0.00783413
10.56	-0.0008047	0.00797929
10.562	-0.0007354	0.0139917
10.564	-0.0007366	0.01598155
10.566	-0.0008221	0.00836554
10.568	-0.000806	0.00923977
10.57	0.00263432	0.0388543
10.572	0.00280095	0.04188595
10.574	-0.0007934	0.00924287
10.576	-0.0007945	0.00778392
10.578	-0.0007829	0.00731288
10.58	-0.0007941	0.00719219
10.582	-0.0007334	0.01190069
10.584	-0.000667	0.01637162
10.586	-0.0008125	0.00857641
10.588	-0.0008055	0.01035138
10.59	0.00235021	0.03762696
10.592	0.0025572	0.03957699
10.594	-0.0008479	0.00966965
10.596	-0.0008563	0.00752095
10.598	-0.0008694	0.00710182
10.6	-0.0008805	0.00745836
10.602	-0.0008819	0.00698159
10.604	-0.0008601	0.0071261
10.606	-0.0008239	0.00762792
10.608	-0.0008175	0.00801954
10.61	0.00099512	0.02529116
10.612	0.00228726	0.04421713
10.614	-0.0008393	0.01016569
10.616	-0.0008366	0.00747198
10.618	-0.0008371	0.00704317
10.62	-0.0008399	0.00758792
10.622	-0.000827	0.00760522
10.624	-0.0008416	0.00797544
10.626	-0.0006716	0.01771604
10.628	-0.0007349	0.01294359
10.63	-0.0007014	0.0125311
10.632	0.0017866	0.0469735
10.634	-0.000474	0.01432063
10.636	-0.0008273	0.00838736
10.638	-0.0008266	0.00717485
10.64	-0.0008403	0.00748735
10.642	-0.0008782	0.00704353
10.644	-0.0009017	0.00766199
10.646	-0.0008907	0.00705401
10.648	-0.0008521	0.00709738
10.65	-0.0008534	0.00838944
10.652	0.00034595	0.02548459
10.654	0.00061592	0.03090714
10.656	-0.0008589	0.00834386
10.658	-0.0008442	0.0074352
10.66	-0.0008263	0.00768179
10.662	-0.0008506	0.00697975
10.664	-0.000838	0.00689397
10.666	-0.0008218	0.00764148
10.668	-0.0008058	0.00827432
10.67	-0.0008703	0.0079521
10.672	-0.000871	0.00850651
10.674	0.00029212	0.03081409
10.676	-0.0001685	0.01880578
10.678	-0.000827	0.00782557
10.68	-0.000827	0.00740686
10.682	-0.0008034	0.00738735
10.684	-0.0007758	0.00713444
10.686	-0.0008146	0.00680583
10.688	-0.0008427	0.00685919
10.69	-0.0008459	0.00730386
10.692	-0.0008239	0.00779452
10.694	-0.0008191	0.00920371
10.696	-8.30E-05	0.02820237
10.698	-0.0005697	0.01430784
10.7	-0.0008524	0.0078375
10.702	-0.0008407	0.00697801
10.704	-0.0008695	0.00689763
10.706	-0.0008195	0.00706701
10.708	-0.0008137	0.00779372
10.71	-0.0008328	0.00697414
10.712	-0.0008418	0.00689606
10.714	-0.0007812	0.00710488
10.716	-0.0007737	0.00842206
10.718	-0.0002526	0.02268563
10.72	-0.0005935	0.01426904
10.722	-0.0008539	0.00773456
10.724	-0.00088	0.00777097
10.726	-0.0008883	0.00763364
10.728	-0.0008832	0.00702662
10.73	-0.0008265	0.00710794
10.732	-0.0008013	0.00729325
10.734	-0.0008465	0.00716498
10.736	-0.0008863	0.00720188
10.738	-0.0009149	0.00793005
10.74	-0.0006913	0.01500858
10.742	-0.0006012	0.01694347
10.744	-0.0008597	0.00808591
10.746	-0.0008423	0.00715027
10.748	-0.0008846	0.0070321
10.75	-0.0009011	0.00734845
10.752	-0.0009175	0.00777029
10.754	-0.0008968	0.00731617
10.756	-0.0009804	0.00704165
10.758	-0.00096	0.00725321
10.76	-0.0009245	0.00734047
10.762	-0.0009569	0.00876333
10.764	-0.0007038	0.02207791
10.766	-0.0009468	0.01120611
10.768	-0.0010323	0.01156969
10.77	-0.0010473	0.00797076
10.772	-0.0010476	0.0072393
10.774	-0.0009125	0.00705346
10.776	-0.0010109	0.00711263
10.778	-0.0009746	0.00711553
10.78	-0.0008924	0.00708399
10.782	-0.0008789	0.00723824
10.784	-0.0008794	0.00814929
10.786	-0.0009358	0.01090055
10.788	-0.0009253	0.01380333
10.79	-0.0009269	0.00764336
10.792	-0.000878	0.00725471
10.794	-0.000908	0.00727004
10.796	-0.0010442	0.00744739
