#MtLemmon 5.7mm N  9100ft STD			
#T=exp(-b*sqrt(AM)-c*AM) @1AM
#Wave  b (sqrt crv gr)  c (lin crv gr)
10.528	0.00682238	0.02792879
10.532	0.01678176	0.03009625
10.536	0.02655305	0.03206147
10.54	0.03632012	0.03446713
10.544	0.04604828	0.03684462
10.548	0.04404455	0.0374959
10.552	0.0343104	0.03593005
10.556	0.02448752	0.03420183
10.56	0.01461025	0.03274621
10.564	0.00468446	0.03136486
10.568	0.00069038	0.03033394
10.572	0.0006181	0.02996165
10.576	0.00061165	0.02984231
10.58	0.0005992	0.02979
10.584	0.00058959	0.02968572
10.588	0.00057234	0.02888821
10.592	0.00051596	0.02770195
10.596	0.00043132	0.02651765
10.6	0.00033699	0.02536047
10.604	0.00024275	0.0243622
10.608	0.00015865	0.02433305
10.612	0.000106	0.02493524
10.616	6.11E-05	0.02555704
10.62	2.40E-05	0.02629885
10.624	-1.03E-05	0.02700159
10.628	-7.12E-05	0.0270832
10.632	-0.0001179	0.02617561
10.636	-0.000228	0.02487944
10.64	-0.0003335	0.0237307
10.644	-0.0004252	0.02260117
10.648	-0.0005166	0.0217707
10.652	-0.0005784	0.02165803
10.656	-0.0006197	0.02139552
10.66	-0.0006766	0.02126753
10.664	-0.0007392	0.02113641
10.668	-0.000797	0.02102301
10.672	-0.0008653	0.0207372
10.676	-0.0008903	0.02061009
10.68	-0.0009539	0.02016749
10.684	-0.0010014	0.01984628
10.688	-0.001051	0.01950573
10.692	-0.0010983	0.01931166
10.696	-0.0011053	0.0194245
10.7	-0.0011498	0.01888763
10.704	-0.0011947	0.01861492
10.708	-0.0012343	0.01842554
10.712	-0.0012638	0.01818064
10.716	-0.0013087	0.01807077
10.72	-0.0013122	0.01820344
10.724	-0.001362	0.01790687
10.728	-0.0014	0.01772405
10.732	-0.0014475	0.01755134
10.736	-0.001493	0.01737491
10.74	-0.0015243	0.01750711
10.744	-0.0015645	0.01722974
10.748	-0.0015641	0.01725437
10.752	-0.0015548	0.01761056
10.756	-0.0015338	0.01792667
10.76	-0.0015019	0.01825141
10.764	-0.0014344	0.01896713
10.768	-0.0014438	0.01855182
10.772	-0.0014935	0.01786187
10.776	-0.001551	0.01720409
10.78	-0.0016197	0.01659817
10.784	-0.001693	0.01614991
10.788	-0.0017093	0.01658327
10.792	0.00011135	0.01786498
10.796	0.00696991	0.02133042
10.8	0.01374474	0.0253778
10.804	0.02040264	0.02957827
10.808	0.02697924	0.03337537
10.812	0.03012005	0.03465503
10.816	0.02364253	0.03069093
10.82	0.01705088	0.02639525
10.824	0.01034896	0.02278597
10.828	0.00974242	0.02152712
10.832	0.01162046	0.02238126
10.836	0.01849066	0.02609026
10.84	0.02526941	0.03017644
10.844	0.03192111	0.0336395
10.848	0.02657577	0.03245241
10.852	0.01988234	0.02960804
10.856	0.01307861	0.02564712
10.86	0.0061163	0.02160113
10.864	-0.0009496	0.01797927
10.868	-0.0017509	0.01643191
10.872	-0.0016013	0.01677489
10.876	-0.0013919	0.0178375
10.88	-0.0011703	0.01920887
10.884	-0.0009417	0.02072574
10.888	-0.0007689	0.02170209
10.892	-0.0009725	0.02029596
10.896	-0.0011932	0.01880958
10.9	-0.0014075	0.0173111
10.904	-0.0016281	0.01582213
10.908	-0.0018188	0.01461222
10.912	-0.0017897	0.01451621
10.916	-0.0017908	0.01448866
10.92	-0.001795	0.01454679
10.924	-0.0017305	0.01531378
10.928	-0.0016394	0.0164363
10.932	-0.0015465	0.01760895
10.936	-0.0014491	0.01872977
10.94	-0.0013473	0.01971168
10.944	-0.0013929	0.01929099
10.948	-0.0014834	0.01821183
10.952	-0.0015929	0.01713676
10.956	-0.0016912	0.01611411
10.96	-0.0017849	0.01517145
10.964	-0.0017952	0.01501819
10.968	-0.0017598	0.01540724
10.972	-0.00174	0.01610085
10.976	-0.001725	0.0168882
10.98	-0.0017104	0.01810424
10.984	0.00692698	0.01936252
10.988	0.02165401	0.02081235
10.992	0.03635509	0.02233797
10.996	0.05101804	0.02410077
11	0.06569195	0.02530566
11.004	0.06330192	0.02475014
11.008	0.04875151	0.02262996
11.012	0.03409607	0.02073107
11.016	0.01957497	0.01951254
11.02	0.0054716	0.01958888
11.024	3.35E-05	0.02008642
11.028	0.00075815	0.02130579
11.032	0.0014747	0.02236021
11.036	0.00168378	0.02255878
11.04	0.00095811	0.02124843
11.044	0.00021307	0.01990958
11.048	-0.0005459	0.01809586
11.052	-0.001298	0.01647547
11.056	-0.0018062	0.01535824
11.06	-0.0018068	0.01505581
11.064	-0.0018057	0.01482526
11.068	-0.0017952	0.0148852
11.072	-0.0017746	0.01499407
11.076	-0.0017537	0.01511641
11.08	-0.0017328	0.01516127
11.084	-0.0017047	0.01510841
11.088	-0.0016775	0.01495229
11.092	-0.0016571	0.01481759
11.096	-0.0016443	0.01469877
11.1	-0.001646	0.01463026
11.104	-0.0016393	0.0145897
11.108	-0.0016338	0.01460708
11.112	-0.0016373	0.01461317
11.116	-0.0016488	0.01467273
11.12	-0.0016557	0.01486371
11.124	-0.0016193	0.01562357
11.128	-0.0015878	0.01641081
11.132	-0.0015496	0.01719259
11.136	-0.0015052	0.0179853
11.14	-0.0014741	0.01867889
11.144	-0.0015104	0.01830658
11.148	-0.0015532	0.01793149
11.152	-0.0015793	0.01751261
11.156	-0.0016141	0.01695593
11.16	-0.001645	0.01623111
11.164	-0.0016296	0.01593014
11.168	-0.0016236	0.01557272
11.172	-0.0016248	0.01524515
11.176	-0.0016385	0.01499523
11.18	-0.0016557	0.01490419
11.184	-0.0016837	0.01488772
11.188	-0.0017097	0.01492923
11.192	-0.0017443	0.0149909
11.196	-0.0017592	0.01505432
11.2	-0.0017169	0.01535337
11.204	-0.0013446	0.01692389
11.208	-0.0009776	0.01857608
11.212	-0.0006141	0.02032164
11.216	-0.000247	0.02255886
11.22	6.66E-05	0.0250862
11.224	-0.0001808	0.0250137
11.228	-0.0004147	0.0248111
11.232	-0.0006377	0.02454556
11.236	-0.0003204	0.02511925
11.24	0.00014583	0.02524083
11.244	0.00088086	0.02675487
11.248	0.00157157	0.02869051
11.252	0.00570714	0.03170789
11.256	0.02129032	0.0320859
11.26	0.03654218	0.03278869
11.264	0.05179165	0.03371314
11.268	0.06710262	0.03421896
11.272	0.07577489	0.03170929
11.276	0.05979835	0.028788
11.28	0.04384308	0.02516171
11.284	0.0277017	0.02184617
11.288	0.01137968	0.01931781
11.292	-0.001479	0.01832692
11.296	0.00054703	0.01917538
11.3	0.00514956	0.02317484
11.304	0.0096085	0.02780913
11.308	0.01397653	0.03338249
11.312	0.01819344	0.03897451
11.316	0.0185868	0.0403031
11.32	0.01436457	0.03651273
11.324	0.01008848	0.03234834
11.328	0.00561555	0.02698906
11.332	0.00148146	0.02355354
11.336	-0.0002708	0.02333685
11.34	0.00050629	0.02538747
11.344	0.0012708	0.02770946
11.348	0.00206121	0.03065486
11.352	0.00194681	0.03024852
11.356	0.0011723	0.02727675
11.36	0.00035511	0.02442071
11.364	0.00081434	0.02337534
11.368	0.00367681	0.02527784
11.372	0.00696594	0.02930342
11.376	0.01046174	0.03484388
11.38	0.01382811	0.04030236
11.384	0.01487063	0.04173852
11.388	0.01156134	0.03664685
11.392	0.00813775	0.0310035
11.396	0.0045686	0.02547218
11.4	0.00082876	0.0205641
11.404	-0.0016868	0.01759475
11.408	-0.0017129	0.01742001
11.412	-0.0017239	0.01759979
11.416	-0.0017333	0.01783472
11.42	-0.001747	0.01762376
11.424	-0.0017618	0.01738602
11.428	-0.0017611	0.01712785
11.432	-0.0017676	0.01688297
11.436	-0.0017673	0.0166592
11.44	-0.0017489	0.01666946
11.444	-0.0017224	0.01672018
11.448	-0.0016949	0.01683873
11.452	-0.0016606	0.01706752
11.456	-0.0016201	0.01770597
11.46	0.00632861	0.01889457
11.464	0.02015042	0.02098137
11.468	0.03388615	0.0236436
11.472	0.04751117	0.02655808
11.476	0.06109953	0.02893371
11.48	0.05919759	0.02875489
11.484	0.04567762	0.02616857
11.488	0.03204869	0.02330408
11.492	0.01828329	0.02074497
11.496	0.00439416	0.01889829
11.5	-0.0015975	0.01779777
11.504	-0.0016102	0.01733724
11.508	-0.0016062	0.01718131
11.512	-0.0016037	0.01712229
11.516	-0.0016129	0.01711788
11.52	-0.0016137	0.01713803
11.524	-0.0016332	0.01724956
11.528	-0.0016678	0.01742834
11.532	-0.0017054	0.01773968
11.536	-0.0005624	0.01941729
11.54	0.00305136	0.02354036
11.544	0.0069324	0.02943716
11.548	0.0107744	0.03641658
11.552	0.01442383	0.04358009
11.556	0.01590724	0.04772903
11.56	0.01308057	0.04599458
11.564	0.00973341	0.0406033
11.568	0.00596077	0.03368072
11.572	0.00195975	0.02697692
11.576	-0.0010675	0.02187378
11.58	-0.0016697	0.0192776
11.584	-0.0018753	0.01832527
11.588	-0.001884	0.01818099
11.592	-0.0018892	0.01814245
11.596	-0.0018762	0.01811548
11.6	-0.0018643	0.01807589
11.604	-0.001841	0.01804402
11.608	-0.0018245	0.01803085
11.612	-0.0017974	0.01804034
11.616	-0.0017432	0.01836192
11.62	-0.0016906	0.01875403
11.624	-0.001645	0.01917668
11.628	-0.0015753	0.01968885
11.632	-0.0012955	0.02083119
11.636	-0.0010758	0.02140856
11.64	-0.0008485	0.0218845
11.644	-0.0006288	0.02233438
11.648	-0.0004714	0.02263068
11.652	-0.000731	0.02159595
11.656	-0.0009893	0.02086077
11.66	-0.0012463	0.0201984
11.664	-0.0015078	0.01958449
11.668	-0.0017353	0.01909814
11.672	-0.0017447	0.01936604
11.676	-0.0017599	0.01983969
11.68	-0.001752	0.02099606
11.684	0.00533082	0.02441947
11.688	0.01689967	0.0302233
11.692	0.02818013	0.03706572
11.696	0.03911676	0.04452101
11.7	0.04983724	0.05231342
11.704	0.04758244	0.05489777
11.708	0.04191893	0.05405368
11.712	0.04511982	0.0551563
11.716	0.0710974	0.05477215
11.72	0.09720115	0.05599614
11.724	0.12943838	0.05945455
11.728	0.15629411	0.06090451
11.732	0.16695269	0.05286758
11.736	0.13116004	0.04447282
11.74	0.09409855	0.03472519
11.744	0.05608524	0.02879084
11.748	0.02280977	0.02714201
11.752	0.00526159	0.02888365
11.756	0.02224468	0.0275598
11.76	0.03973869	0.0293561
11.764	0.05709248	0.03215283
11.768	0.07438988	0.03476329
11.772	0.07924592	0.0346881
11.776	0.06208119	0.03215951
11.78	0.04481045	0.0285953
11.784	0.0273422	0.02543187
11.788	0.00969189	0.02317172
11.792	-0.0016155	0.02199967
11.796	-0.0016616	0.02101795
11.8	-0.0016737	0.02075056
11.804	-0.0016901	0.02066918
11.808	-0.001717	0.02076492
11.812	-0.0017619	0.02092039
11.816	-0.0018071	0.02100189
11.82	-0.0018492	0.0210911
11.824	-0.0018773	0.02116881
11.828	-0.0018906	0.02106818
11.832	-0.001882	0.0209331
11.836	-0.0018546	0.02084244
11.84	-0.001834	0.02077135
11.844	-0.0018256	0.02072643
11.848	-0.0018347	0.02080299
11.852	-0.0018536	0.02095037
11.856	-0.0018821	0.02128661
11.86	-0.0011867	0.02354793
11.864	9.42E-05	0.02756752
11.868	0.00132608	0.03181889
11.872	0.0024797	0.03624578
11.876	0.0035903	0.04052539
11.88	0.00349539	0.04084733
11.884	0.00257199	0.03909681
11.888	0.00607887	0.04040973
11.892	0.01517132	0.04444543
11.896	0.02407234	0.04933131
11.9	0.03318552	0.0566667
11.904	0.04227324	0.06291794
11.908	0.04360607	0.0605397
11.912	0.03434463	0.05111522
11.916	0.02461992	0.04175003
11.92	0.01440814	0.0332583
11.924	0.00400857	0.02705471
11.928	-0.001929	0.02429804
11.932	-0.0019218	0.02389444
11.936	-0.0019121	0.02351623
11.94	-0.0018981	0.02314564
11.944	-0.0018947	0.02284436
11.948	-0.0018857	0.02272711
11.952	-0.0017724	0.02373303
11.956	-0.0016587	0.02520368
11.96	-0.001552	0.02675948
11.964	-0.0014488	0.02827273
11.968	-0.0013577	0.0294963
11.972	-0.0014381	0.0284766
11.976	-0.0015226	0.02703869
11.98	-0.0016161	0.02557813
11.984	-0.0017174	0.02414534
11.988	-0.0018223	0.02284557
11.992	-0.0018316	0.02268685
11.996	-0.0018324	0.02273545
12	-0.0018399	0.02281039
12.004	-0.001844	0.02290198
12.008	-0.0018542	0.0230091
12.012	-0.0018591	0.02306865
12.016	-0.0018554	0.02316181
12.02	-0.0018464	0.02327294
12.024	-0.0018392	0.02340553
12.028	-0.0018315	0.02356164
12.032	-0.0018196	0.02371677
12.036	-0.001812	0.02389134
12.04	-0.0018014	0.0240741
12.044	-0.0017922	0.02424907
12.048	-0.0017886	0.02452035
12.052	-0.0018002	0.0249962
12.056	-0.001813	0.02581384
12.06	-0.0017762	0.02754445
12.064	0.00528738	0.0321683
12.068	0.01768481	0.04007088
12.072	0.02962645	0.05020821
12.076	0.04094173	0.06193181
12.08	0.0517809	0.07268392
12.084	0.05042611	0.07421713
12.088	0.03961787	0.06690106
12.092	0.02855588	0.05693561
12.096	0.0168138	0.04617559
12.1	0.00685308	0.03887178
12.104	0.00902538	0.03747554
12.108	0.01671437	0.03973093
12.112	0.02435846	0.04377956
12.116	0.03189338	0.04892598
12.12	0.03471608	0.0505162
12.124	0.02721883	0.04576392
12.128	0.01958024	0.04035363
12.132	0.01173569	0.03525766
12.136	0.00370875	0.03070534
12.14	-0.0019076	0.02810519
12.144	-0.0019273	0.02794558
12.148	-0.0019199	0.02796571
12.152	-0.0019128	0.02825686
12.156	-0.0019037	0.02853478
12.16	-0.0018907	0.02846551
12.164	-0.001889	0.02839377
12.168	-0.001879	0.02845397
12.172	-0.0018698	0.02808171
12.176	-0.0018398	0.02802939
12.18	-0.0018236	0.02820553
12.184	-0.0018065	0.02838796
12.188	-0.0017898	0.02858385
12.192	-0.0017809	0.0288732
12.196	-0.0017841	0.02877049
12.2	-0.0017695	0.02898393
12.204	-0.0017623	0.02925356
12.208	-0.0017621	0.02955814
12.212	-0.0017718	0.02996601
12.216	-0.0017946	0.03021055
12.22	-0.0018072	0.03021057
12.224	-0.0018045	0.03051174
12.228	-0.0017873	0.03084451
12.232	-0.0017512	0.03134626
12.236	-0.001713	0.03214784
12.24	-0.0017148	0.03243508
12.244	-0.0016807	0.03293899
12.248	-0.0016251	0.03402362
12.252	-0.0015775	0.03502305
12.256	-0.001494	0.03674334
12.26	0.00500511	0.0419553
12.264	0.01396288	0.04850682
12.268	0.02476126	0.05710463
12.272	0.04425766	0.06963899
12.276	0.06268958	0.08361515
12.28	0.06995998	0.08845527
12.284	0.07319774	0.08702761
12.288	0.07323552	0.07903126
12.292	0.05478901	0.06548417
12.296	0.03515323	0.05305065
12.3	0.02078919	0.04573053
12.304	0.00876421	0.04145071
12.308	-0.0010904	0.03955199
12.312	-0.0012395	0.03745916
12.316	-0.0011752	0.03729023
12.32	-0.001122	0.03739196
12.324	-0.0010811	0.03772145
12.328	-0.0010376	0.03828125
12.332	-0.0009268	0.03950174
12.336	-0.0010593	0.03873405
12.34	-0.0009978	0.03924167
12.344	-0.0009444	0.04003731
12.348	-0.000879	0.04145706
12.352	0.00069969	0.04554767
12.356	0.01848442	0.05176711
12.36	0.04007436	0.06060529
12.364	0.06084025	0.07323979
12.368	0.0805273	0.08715558
12.372	0.09776322	0.09573157
12.376	0.08574934	0.09380017
12.38	0.06653584	0.08201613
12.384	0.04634167	0.06803532
12.388	0.02519659	0.05861742
12.392	0.00518629	0.05421529
12.396	0.00124613	0.05191622
12.4	0.00193973	0.05285035
12.404	0.00276789	0.0544773
12.408	0.00284085	0.05297561
12.412	0.00218847	0.05121964
12.416	0.00151268	0.04966171
12.42	0.00081385	0.04916671
12.424	0.00051395	0.0512924
12.428	0.02062054	0.05221272
12.432	0.04659851	0.05394462
12.436	0.08050372	0.06036673
12.44	0.11787725	0.0706858
12.444	0.15424478	0.07963423
12.448	0.15085543	0.08682697
12.452	0.13798925	0.08608489
12.456	0.11055257	0.07500897
12.46	0.07338253	0.06486676
12.464	0.03532249	0.05935359
12.468	0.01695066	0.05434654
12.472	0.00417758	0.05246373
12.476	-0.0002305	0.05243402
12.48	-0.0004929	0.05074004
12.484	-0.0004989	0.0511308
12.488	-0.0005052	0.05207148
12.492	-0.0005121	0.05390974
12.496	0.00258237	0.05796942
12.5	0.01602565	0.06565851
12.504	0.06785735	0.06083909
12.508	0.16551223	0.04574463
12.512	0.26852288	0.04050535
12.516	0.36692352	0.04066405
12.52	0.45009345	0.03809479
12.524	0.44719737	0.05320154
12.528	0.34903124	0.07554037
12.532	0.25314304	0.08472776
12.536	0.16279674	0.09687106
12.54	0.07885489	0.11035811
12.544	0.03265059	0.1151116
12.548	0.07579622	0.09676456
12.552	0.13617238	0.0829353
12.556	0.19782086	0.07425082
12.56	0.26360843	0.06905911
12.564	0.3251606	0.05607936
12.568	0.28276638	0.06298722
12.572	0.21357434	0.06300627
12.576	0.14636937	0.06250616
12.58	0.09987189	0.06514061
12.584	0.0606135	0.07588885
12.588	0.06942128	0.07379585
12.592	0.09222361	0.0744052
12.596	0.11170455	0.07587105
12.6	0.09033381	0.08044118
12.604	0.0673827	0.08371639
12.608	0.04678382	0.0925656
12.612	0.03155142	0.10879775
12.616	0.0280264	0.13494397
12.62	0.04427401	0.16914558
12.624	0.05708655	0.20527704
12.628	0.06903394	0.22410702
12.632	0.08136123	0.2114286
12.636	0.08041867	0.16853811
12.64	0.06664405	0.12108574
12.644	0.04556259	0.08701298
12.648	0.02255018	0.06624425
12.652	0.00410881	0.05522461
12.656	-0.0015851	0.05032829
12.66	-0.0015836	0.04912865
12.664	-0.0015888	0.04807308
12.668	-0.0015872	0.04766326
12.672	-0.0015476	0.04799861
12.676	-0.0015529	0.04828373
12.68	-0.0015444	0.04901356
12.684	-0.0015006	0.05035473
12.688	-0.0014759	0.05094334
12.692	-0.0014531	0.0514262
12.696	-0.001365	0.05265995
12.7	-0.0012753	0.05326674
12.704	-0.0012254	0.05377814
12.708	-0.0011557	0.05510298
12.712	-0.0011085	0.05638543
12.716	-0.0011195	0.0570569
12.72	-0.0008843	0.06032527
12.724	-0.000169	0.06679569
12.728	0.01400419	0.07451158
12.732	0.07611533	0.06867242
12.736	0.1463016	0.07047957
12.74	0.21637803	0.07481725
12.744	0.28671798	0.07845371
12.748	0.33310838	0.07079897
12.752	0.27419938	0.08010108
12.756	0.20414156	0.07529524
12.76	0.13398317	0.07298881
12.764	0.06403441	0.07382537
12.768	0.00798665	0.07871027
12.772	-6.62E-06	0.07128165
12.776	-0.0002452	0.06720155
12.78	-0.0003869	0.06499186
12.784	-0.0002425	0.06525144
12.788	-2.67E-05	0.0654712
12.792	-0.0001727	0.06332202
12.796	-0.0001807	0.062883
12.8	-9.57E-05	0.06321508
12.804	-0.0001531	0.06353833
12.808	-0.0002515	0.0646673
12.812	0.00107928	0.06897999
12.816	0.01931047	0.07011494
12.82	0.03855838	0.07376378
12.824	0.05764177	0.07986685
12.828	0.07629464	0.08742362
12.832	0.0927828	0.09093366
12.836	0.07569551	0.09333915
12.84	0.05709755	0.09003517
12.844	0.03823328	0.0845352
12.848	0.01959225	0.08256881
12.852	0.0224079	0.08109739
12.856	0.06747599	0.07583755
12.86	0.11393058	0.07785962
12.864	0.15978358	0.08494148
12.868	0.20541998	0.08618306
12.872	0.20983387	0.08776444
12.876	0.17765608	0.0942616
12.88	0.1606245	0.09639227
12.884	0.14364579	0.09829409
12.888	0.12658506	0.10499732
12.892	0.13029011	0.10637648
12.896	0.13094666	0.0992035
12.9	0.10254168	0.09371585
12.904	0.07388606	0.08871701
12.908	0.0447072	0.08423868
12.912	0.01533667	0.08337815
12.916	0.0009701	0.08353414
12.92	0.00094852	0.080646
12.924	0.00063506	0.07811108
12.928	0.00058362	0.07796243
12.932	0.00060461	0.07837694
12.936	0.0003273	0.07866269
12.94	0.00027309	0.08031314
12.944	0.00047172	0.08279306
12.948	0.00031732	0.08292807
12.952	0.00034252	0.08472209
12.956	0.0007066	0.08832768
12.96	0.00086156	0.09207975
12.964	0.0009004	0.09559427
12.968	0.00954619	0.1014924
12.972	0.02437422	0.10490628
12.976	0.0388763	0.10703029
12.98	0.05350366	0.11249602
12.984	0.06801755	0.12021387
12.988	0.08544309	0.12321261
12.992	0.09589066	0.12738555
12.996	0.10649634	0.13160133
13	0.11791092	0.12802356
13.004	0.12953259	0.12116273
13.008	0.1104885	0.11728348
13.012	0.08581603	0.11356687
13.016	0.06128406	0.112088
13.02	0.03723532	0.11569926
13.024	0.01337603	0.11804321
13.028	0.00831032	0.11629402
13.032	0.00947044	0.11493698
13.036	0.01031646	0.11558084
13.04	0.01016943	0.11441506
13.044	0.01014691	0.1151163
13.048	0.0105642	0.11751239
13.052	0.01002385	0.1156182
13.056	0.00872873	0.10990915
13.06	0.01079207	0.11065734
13.064	0.01300707	0.11398253
13.068	0.01478677	0.11716087
13.072	0.01709908	0.12420419
13.076	0.0191984	0.13009312
13.08	0.01642164	0.12463008
13.084	0.01758547	0.12188842
13.088	0.02041435	0.12313408
13.092	0.02295884	0.12368611
13.096	0.02580681	0.12620769
13.1	0.03088342	0.13377307
13.104	0.02796742	0.12933285
13.108	0.02559447	0.12322007
13.112	0.02880351	0.12438588
13.116	0.03210833	0.12822932
13.12	0.03512189	0.13210781
13.124	0.04189379	0.14330012
13.128	0.04351054	0.14916106
13.132	0.03715073	0.1454342
13.136	0.04098803	0.14570321
13.14	0.0475753	0.15079123
13.144	0.05378155	0.15705038
13.148	0.06238987	0.16548521
13.152	0.07284948	0.17049164
13.156	0.06527335	0.16261957
13.16	0.05781808	0.1532965
13.164	0.06228024	0.1474189
13.168	0.06688806	0.14694343
13.172	0.07256403	0.15263442
13.176	0.08671805	0.15968347
13.18	0.09294003	0.16035773
13.184	0.07863779	0.15997624
13.188	0.08531167	0.15680959
13.192	0.09923217	0.159345
13.196	0.11251268	0.17144785
13.2	0.12851866	0.18967098
13.204	0.15042953	0.19786114
13.208	0.13364087	0.20486464
13.212	0.12261728	0.20208764
13.216	0.13685	0.19422199
13.22	0.15219944	0.19219985
13.224	0.16836229	0.20186925
13.228	0.20151833	0.20667055
13.232	0.21849985	0.21043164
13.236	0.23453306	0.19981571
13.24	0.28692501	0.17860996
13.244	0.35691764	0.16582596
13.248	0.45383951	0.16887238
13.252	0.54402852	0.18711125
13.256	0.55240869	0.22462424
13.26	0.49130828	0.25010931
13.264	0.42363274	0.24533916
13.268	0.34817581	0.23097132
13.272	0.27667994	0.23552034
13.276	0.26227467	0.24620274
13.28	0.28673216	0.24580868
13.284	0.30543938	0.23859057
13.288	0.27396264	0.24744735
13.292	0.27768724	0.23854173
13.296	0.28285542	0.22490681
13.3	0.27791458	0.22789596
13.304	0.28192639	0.24163778
13.308	0.32203111	0.2336889
13.312	0.29318002	0.24209046
13.316	0.23684637	0.25483187
13.32	0.23775739	0.24190091
13.324	0.24981637	0.23552598
13.328	0.2624108	0.24736776
13.332	0.30914505	0.24890448
13.336	0.36378283	0.23409468
13.34	0.31223202	0.25550911
13.344	0.28277209	0.25380769
13.348	0.3135752	0.22448266
13.352	0.35212526	0.21506671
13.356	0.40013392	0.22571733
13.36	0.50128924	0.20779242
13.364	0.5265736	0.20338837
13.368	0.42421969	0.24417602
13.372	0.36899774	0.24406271
13.376	0.35635003	0.22924156
13.38	0.34564379	0.23966123
13.384	0.37602749	0.25299235
13.388	0.4612066	0.22949236
13.392	0.44346901	0.23960498
13.396	0.35512618	0.27183219
13.4	0.33782112	0.26139621
13.404	0.35353264	0.24649971
13.408	0.4032015	0.24993117
13.412	0.53872244	0.24851446
13.416	0.69196022	0.24396118
13.42	0.70099183	0.30841367
13.424	0.67690495	0.36561291
13.428	0.69872775	0.35575083
13.432	0.68976915	0.33493455
13.436	0.68412746	0.34583277
13.44	0.71727686	0.32643813
13.444	0.71082757	0.29725919
13.448	0.56338015	0.33728487
13.452	0.46050506	0.35815803
13.456	0.44145439	0.34395106
13.46	0.46851755	0.34425341
13.464	0.56550478	0.35211159
13.468	0.84355434	0.29980557
13.472	1.14565844	0.28259897
13.476	1.26858969	0.41476867
13.48	1.42380282	0.5462252
13.484	1.6924611	0.61434137
13.488	1.82499835	0.69047659
13.492	1.80015961	0.73338861
13.496	1.92077269	0.48575293
13.5	1.73835509	0.32483092
13.504	1.24235339	0.42943222
13.508	0.85698379	0.54064255
13.512	0.68899262	0.57469341
13.516	0.60060412	0.60765275
13.52	0.59113728	0.61296883
13.524	0.67274488	0.5582497
13.528	0.69438218	0.51408451
13.532	0.56116423	0.54731585
13.536	0.47501855	0.55885414
13.54	0.46651706	0.5571056
13.544	0.47881899	0.56975321
13.548	0.55456824	0.55958376
13.552	0.70691903	0.50942356
13.556	0.73176327	0.51100385
13.56	0.59589497	0.56596852
13.564	0.50901302	0.5859326
13.568	0.50119966	0.59463688
13.572	0.51294572	0.61579014
13.576	0.59370218	0.60130965
13.58	0.75632317	0.53117263
13.584	0.78941448	0.51019044
13.588	0.65071836	0.54598146
13.592	0.55180255	0.555601
13.596	0.538449	0.55490682
