     1	26.058	0.001
     2	26.189	0.001
     3	26.322	0.001
     4	26.456	0.001
     5	26.592	0.001
     6	26.729	0.001
     7	26.868	0.002
     8	27.008	0.001
     9	27.149	0.002
    10	27.292	0.002
    11	27.436	0.004
    12	27.582	0.005
    13	27.730	0.009
    14	27.879	0.013
    15	28.030	0.023
    16	28.182	0.037
    17	28.336	0.073
    18	28.492	0.132
    19	28.649	0.220
    20	28.808	0.286
    21	28.969	0.337
    22	29.132	0.367
    23	29.296	0.388
    24	29.463	0.398
    25	29.631	0.404
    26	29.802	0.407
    27	29.974	0.413
    28	30.148	0.413
    29	30.324	0.414
    30	30.503	0.409
    31	30.683	0.405
    32	30.866	0.396
    33	31.051	0.385
    34	31.238	0.375
    35	31.427	0.364
    36	31.619	0.351
    37	31.813	0.335
    38	32.009	0.318
    39	32.208	0.304
    40	32.409	0.287
    41	32.613	0.271
    42	32.819	0.259
    43	33.028	0.239
    44	33.240	0.217
    45	33.455	0.204
    46	33.672	0.192
    47	33.892	0.183
    48	34.115	0.177
    49	34.341	0.172
    50	34.570	0.164
    51	34.802	0.154
    52	35.037	0.145
    53	35.275	0.135
    54	35.517	0.122
    55	35.762	0.102
    56	36.010	0.072
    57	36.262	0.043
    58	36.517	0.020
    59	36.776	0.004
    60	37.039	0.000
    61	37.306	0.001
    62	37.576	0.007
    63	37.850	0.016
    64	38.128	0.027
    65	38.411	0.037
    66	38.698	0.046
    67	38.988	0.049
    68	39.284	0.048
    69	39.584	0.047
    70	39.888	0.045
    71	40.197	0.037
    72	40.511	0.027
    73	40.830	0.016
    74	41.154	0.011
    75	41.484	0.008
    76	41.818	0.005
    77	42.158	0.003
    78	42.504	0.003
    79	42.855	0.002
    80	43.212	0.001
