459	6.187804827	0.000815322
460	6.195199588	0.002918703
461	6.202608197	0.002464745
462	6.210038403	0.004163719
463	6.217482566	0.004656587
464	6.224948473	0.009973578
465	6.232428447	0.01281163
466	6.239930312	0.02000897
467	6.247446356	0.02874288
468	6.254984441	0.04731208
469	6.262536816	0.07609809
470	6.270111382	0.1404626
471	6.277700353	0.2563417
472	6.285311667	0.4410468
473	6.292937499	0.6530172
474	6.300585828	0.789969
475	6.308248792	0.8156683
476	6.315934408	0.7887476
477	6.323634775	0.7662304
478	6.33135795	0.7610742
479	6.339095994	0.7662362
480	6.346857005	0.7845667
481	6.354633004	0.7897656
482	6.362432129	0.7809029
483	6.370246363	0.7790894
484	6.378083883	0.7912918
485	6.385936635	0.8054931
486	6.393812835	0.8072208
487	6.40170439	0.7750542
488	6.409619557	0.6869568
489	6.417550203	0.3479743
490	6.425504627	0.2082997
491	6.433474655	0.1430689
492	6.441468629	0.07774219
493	6.449478334	0.05335445
494	6.457512153	0.02870291
495	6.465561831	0.02236786
496	6.473635795	0.01213788
497	6.481725747	0.01174228
498	6.489840155	0.00352029
499	6.497970684	0.007514259
500	6.506125843	0.002374978
501	6.514297254	0.006700959
502	6.522493471	0.001581911
503	6.530706074	0.001560104
504	6.53894366	0.001169505

